"행정구역별","산업별","대표자연령대",2012,2013,2014,2015,2016,2017,2018,2019,2020
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","계",141,154,183,188,225,246,276,367,453
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",1,1,3,-,1,3,2,4,8
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",1,3,7,5,14,14,20,40,35
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",16,15,24,24,29,26,46,56,54
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",90,105,109,111,114,133,136,191,168
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",33,30,40,48,67,70,72,76,188
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",1630,1758,1991,2077,2118,2138,2255,2285,2361
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",17,12,23,27,37,31,30,35,47
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",138,119,149,150,157,176,173,164,193
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",539,491,569,549,527,538,562,549,515
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",671,858,924,973,1017,1008,1051,986,994
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",265,278,326,378,380,385,439,551,612
"경기","건설업(41~42)","계",22399,23726,26512,27356,28452,28854,30361,31261,35074
"경기","건설업(41~42)","29세 이하",213,177,283,313,395,473,571,571,891
"경기","건설업(41~42)","30~39세",2486,1786,2193,2244,2356,2481,2244,2296,2891
"경기","건설업(41~42)","40~49세",8958,9106,9849,9342,9685,9766,9511,8542,9207
"경기","건설업(41~42)","50~59세",8802,10583,11322,11785,12178,12276,13026,13373,14426
"경기","건설업(41~42)","60세 이상",1940,2074,2865,3672,3838,3858,5009,6479,7659
"경기","도매 및 소매업(45~47)","계",174971,180550,191429,198080,201592,204601,209233,212226,227767
"경기","도매 및 소매업(45~47)","29세 이하",4677,4419,5637,5437,6146,6555,6428,6847,9264
"경기","도매 및 소매업(45~47)","30~39세",32377,26292,29358,31173,32554,32512,31050,29940,33861
"경기","도매 및 소매업(45~47)","40~49세",64049,68038,68688,66478,67207,67185,67624,62715,64380
"경기","도매 및 소매업(45~47)","50~59세",53489,61341,64341,67221,67997,68759,71152,72861,76269
"경기","도매 및 소매업(45~47)","60세 이상",20379,20460,23405,27771,27688,29590,32979,39863,43993
"경기","운수 및 창고업(49~52)","계",76548,80280,81965,82317,84762,85870,90679,94190,98423
"경기","운수 및 창고업(49~52)","29세 이하",584,546,619,638,514,574,1156,1123,1320
"경기","운수 및 창고업(49~52)","30~39세",5260,7802,6480,6366,5376,5049,10003,17739,7719
"경기","운수 및 창고업(49~52)","40~49세",17790,21252,19105,17829,16361,16036,16528,15869,17100
"경기","운수 및 창고업(49~52)","50~59세",37595,32426,35026,34502,33919,33105,32947,34148,32134
"경기","운수 및 창고업(49~52)","60세 이상",15319,18254,20735,22982,28592,31106,30045,25311,40150
"경기","숙박 및 음식점업(55~56)","계",131545,134425,138533,140235,145544,149870,154477,160465,173274
"경기","숙박 및 음식점업(55~56)","29세 이하",5240,4478,5937,6171,6736,7809,7669,8175,11334
"경기","숙박 및 음식점업(55~56)","30~39세",22586,16345,18969,22257,24382,25935,26411,26467,30358
"경기","숙박 및 음식점업(55~56)","40~49세",43930,38139,39041,40457,41638,42422,42278,41566,42932
"경기","숙박 및 음식점업(55~56)","50~59세",45192,61226,57809,50900,51784,51273,52523,51982,54620
"경기","숙박 및 음식점업(55~56)","60세 이상",14597,14237,16777,20450,21004,22431,25596,32275,34030
"경기","정보통신업(58~63)","계",4620,5077,5910,6362,6600,6751,7117,7750,8927
"경기","정보통신업(58~63)","29세 이하",97,75,114,107,134,147,184,256,480
"경기","정보통신업(58~63)","30~39세",1004,750,1046,1025,1068,1072,1039,1091,1397
"경기","정보통신업(58~63)","40~49세",1935,2466,2614,2731,2769,2823,2997,2991,3264
"경기","정보통신업(58~63)","50~59세",1282,1467,1712,1930,2048,2106,2202,2628,2851
"경기","정보통신업(58~63)","60세 이상",302,319,424,569,581,603,695,784,935
"경기","금융 및 보험업(64~66)","계",6831,6845,6869,6785,6946,7118,7208,7213,7099
"경기","금융 및 보험업(64~66)","29세 이하",77,70,81,47,69,83,75,87,83
"경기","금융 및 보험업(64~66)","30~39세",715,680,698,599,633,678,658,586,552
"경기","금융 및 보험업(64~66)","40~49세",2633,2477,2388,2043,2042,2124,2145,2083,1655
"경기","금융 및 보험업(64~66)","50~59세",2635,2869,2882,3239,3418,3459,3442,3728,3339
"경기","금융 및 보험업(64~66)","60세 이상",771,749,820,857,784,774,888,729,1470
"경기","부동산업(68)","계",32158,31820,32668,32818,35972,38130,41103,43792,47248
"경기","부동산업(68)","29세 이하",210,184,206,156,197,288,353,368,579
"경기","부동산업(68)","30~39세",2586,1810,1780,1744,2017,2029,2549,2407,3157
"경기","부동산업(68)","40~49세",11212,9447,9540,9119,9782,9359,9694,10553,10397
"경기","부동산업(68)","50~59세",12104,14395,14354,13890,15298,16636,17501,18532,18881
"경기","부동산업(68)","60세 이상",6046,5984,6788,7909,8678,9818,11006,11932,14234
"경기","전문, 과학 및 기술 서비스업(70~73)","계",15230,15986,17442,18436,18989,19552,21528,23241,26472
"경기","전문, 과학 및 기술 서비스업(70~73)","29세 이하",138,126,205,200,272,282,330,383,723
"경기","전문, 과학 및 기술 서비스업(70~73)","30~39세",2616,2003,2367,2399,2559,2654,3192,2832,3672
"경기","전문, 과학 및 기술 서비스업(70~73)","40~49세",5668,6078,6300,6482,6535,6652,6880,7441,8352
"경기","전문, 과학 및 기술 서비스업(70~73)","50~59세",4801,5605,6054,6391,6561,6729,7232,7656,8197
"경기","전문, 과학 및 기술 서비스업(70~73)","60세 이상",2007,2174,2516,2964,3062,3235,3894,4929,5528
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",11004,11710,12943,13161,13348,13708,14535,15159,17042
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",241,203,296,247,313,346,345,352,660
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",1944,1527,1885,1804,1882,1873,1911,1873,2423
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",4057,4012,4384,4295,4371,4438,4679,4585,4899
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",3516,4718,4790,4808,4775,4952,5238,5541,5868
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",1246,1250,1588,2007,2007,2099,2362,2808,3192
"경기","공공행정, 국방 및 사회보장 행정(84)","계",1715,1720,1732,1802,1828,1842,1863,1880,1855
"경기","공공행정, 국방 및 사회보장 행정(84)","29세 이하",2,1,-,-,1,1,-,1,-
"경기","공공행정, 국방 및 사회보장 행정(84)","30~39세",31,25,28,22,24,24,17,9,13
"경기","공공행정, 국방 및 사회보장 행정(84)","40~49세",343,323,285,209,181,167,216,263,186
"경기","공공행정, 국방 및 사회보장 행정(84)","50~59세",1285,1307,1330,1432,1497,1518,1529,1561,1549
"경기","공공행정, 국방 및 사회보장 행정(84)","60세 이상",54,64,89,139,125,132,101,46,107
"경기","교육 서비스업(85)","계",38531,39029,39822,40225,42039,43757,45488,46798,46727
"경기","교육 서비스업(85)","29세 이하",1225,1137,1305,1262,1455,1651,1377,1338,1681
"경기","교육 서비스업(85)","30~39세",11444,9013,8982,9575,10279,10578,10499,9732,10133
"경기","교육 서비스업(85)","40~49세",15278,17879,17507,16203,16754,17298,17986,17796,17116
"경기","교육 서비스업(85)","50~59세",8235,8451,9224,10061,10449,11200,12345,14177,13333
"경기","교육 서비스업(85)","60세 이상",2349,2549,2804,3124,3102,3030,3281,3755,4464
"경기","보건업 및 사회복지 서비스업(86~87)","계",28379,29716,31330,30385,32897,33888,34409,35199,35101
"경기","보건업 및 사회복지 서비스업(86~87)","29세 이하",174,179,175,117,139,159,139,134,193
"경기","보건업 및 사회복지 서비스업(86~87)","30~39세",5923,4849,4802,4241,4527,4887,3475,3277,3502
"경기","보건업 및 사회복지 서비스업(86~87)","40~49세",13096,14083,14137,12719,13229,13698,13358,11864,11093
"경기","보건업 및 사회복지 서비스업(86~87)","50~59세",7087,8352,9490,10067,11085,11410,13094,14381,14016
"경기","보건업 및 사회복지 서비스업(86~87)","60세 이상",2099,2253,2726,3241,3917,3734,4343,5543,6297
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","계",23010,22962,23059,22357,24999,27508,28561,29701,29827
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",789,675,777,711,929,1104,981,1017,1221
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",4797,4345,4214,3864,4581,5243,5428,5129,5347
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",7979,7302,7089,6740,7429,7983,8262,8264,8035
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",7174,8400,8384,8012,8748,9264,9593,9835,9624
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",2271,2240,2595,3030,3312,3914,4297,5456,5600
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",77479,78419,78835,78529,80776,83602,86538,88855,91332
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",1333,1183,1385,1418,1778,2101,2099,2369,3333
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",12210,9769,9546,9614,10644,10811,11349,10511,11889
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",25882,27036,26121,24388,25029,24793,25427,27211,26363
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",26881,28459,28396,27882,27803,28852,29304,30161,29662
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",11173,11972,13387,15227,15522,17045,18359,18603,20085
"강원","전체 산업","계",125192,129403,133314,133517,136452,140058,143475,146815,150422
"강원","전체 산업","29세 이하",2825,2529,2795,2634,2882,3083,3284,3371,4432
"강원","전체 산업","30~39세",17932,14601,14810,15020,15616,15591,15434,14714,15881
"강원","전체 산업","40~49세",38025,38302,38513,37390,37480,37050,37917,38085,35911
"강원","전체 산업","50~59세",43681,50476,50793,48778,49233,50088,50654,51333,51524
"강원","전체 산업","60세 이상",22729,23495,26403,29695,31241,34246,36186,39312,42674
"강원","농업, 임업 및 어업(01~03)","계",161,201,258,262,285,312,346,368,509
"강원","농업, 임업 및 어업(01~03)","29세 이하",-,-,3,3,2,1,3,5,7
"강원","농업, 임업 및 어업(01~03)","30~39세",12,11,17,17,14,18,20,20,43
"강원","농업, 임업 및 어업(01~03)","40~49세",40,39,54,56,63,73,81,82,84
"강원","농업, 임업 및 어업(01~03)","50~59세",71,109,134,129,132,132,139,147,191
"강원","농업, 임업 및 어업(01~03)","60세 이상",38,42,50,57,74,88,103,114,184
"강원","광업(05~08)","계",137,149,165,166,171,170,171,181,167
"강원","광업(05~08)","29세 이하",2,2,3,1,1,1,1,2,1
"강원","광업(05~08)","30~39세",7,5,5,7,5,7,9,9,8
"강원","광업(05~08)","40~49세",20,21,18,19,20,21,17,36,20
"강원","광업(05~08)","50~59세",69,75,83,91,91,86,74,63,63
"강원","광업(05~08)","60세 이상",39,46,56,48,54,55,70,71,75
"강원","제조업(10~34)","계",6977,7332,8007,8107,8232,8346,8584,8889,8988
"강원","제조업(10~34)","29세 이하",64,70,104,84,94,88,98,115,175
"강원","제조업(10~34)","30~39세",674,543,601,655,702,673,665,668,714
"강원","제조업(10~34)","40~49세",2161,2024,2203,2108,2102,2071,2056,1980,1856
"강원","제조업(10~34)","50~59세",2621,3171,3326,3224,3241,3229,3340,3418,3315
"강원","제조업(10~34)","60세 이상",1457,1524,1773,2036,2093,2285,2425,2708,2928
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","계",79,84,94,97,107,124,153,231,335
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-,2,1,3,5
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",2,3,4,3,3,5,4,11,21
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",12,9,13,5,11,11,21,52,60
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",48,56,60,65,66,71,73,104,95
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",17,16,17,24,27,35,54,61,154
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",391,415,460,459,464,463,482,508,511
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",-,-,4,5,6,6,7,4,5
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",34,32,18,17,27,25,24,28,23
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",94,77,104,95,96,95,103,104,94
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",196,233,234,223,229,232,241,241,237
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",67,73,100,119,106,105,107,131,152
"강원","건설업(41~42)","계",4943,5490,6048,6143,6450,6641,7089,7516,8036
"강원","건설업(41~42)","29세 이하",49,43,59,68,84,93,121,135,189
"강원","건설업(41~42)","30~39세",598,484,474,444,468,449,440,454,493
"강원","건설업(41~42)","40~49세",2021,2163,2346,2258,2337,2340,2385,2105,2166
"강원","건설업(41~42)","50~59세",1855,2348,2565,2609,2706,2814,3004,3258,3399
"강원","건설업(41~42)","60세 이상",420,452,604,764,855,945,1139,1564,1789
"강원","도매 및 소매업(45~47)","계",30597,31453,32348,32959,32930,33095,33339,33705,34461
"강원","도매 및 소매업(45~47)","29세 이하",780,733,785,752,782,791,762,825,1015
"강원","도매 및 소매업(45~47)","30~39세",4653,3823,3909,4045,4117,3907,3643,3560,3887
"강원","도매 및 소매업(45~47)","40~49세",9393,9885,9918,9628,9467,9097,9206,8781,8305
"강원","도매 및 소매업(45~47)","50~59세",9607,10783,10953,10928,10998,11058,11227,11196,11344
"강원","도매 및 소매업(45~47)","60세 이상",6164,6229,6783,7606,7566,8242,8501,9343,9910
"강원","운수 및 창고업(49~52)","계",9663,10179,10404,9988,10186,10610,10695,10996,11426
"강원","운수 및 창고업(49~52)","29세 이하",81,75,70,57,64,64,195,132,197
"강원","운수 및 창고업(49~52)","30~39세",760,816,714,716,574,604,666,805,785
"강원","운수 및 창고업(49~52)","40~49세",2353,2584,2472,2233,2037,2206,2114,1937,2119
"강원","운수 및 창고업(49~52)","50~59세",4376,4277,4326,4042,3836,4085,3610,3661,3721
"강원","운수 및 창고업(49~52)","60세 이상",2093,2427,2822,2940,3675,3651,4110,4461,4604
"강원","숙박 및 음식점업(55~56)","계",34910,35684,36263,36090,36978,38126,39186,39817,41066
"강원","숙박 및 음식점업(55~56)","29세 이하",1164,977,1134,1121,1193,1331,1376,1374,1809
"강원","숙박 및 음식점업(55~56)","30~39세",4774,3548,3865,4276,4555,4737,4878,4693,5133
"강원","숙박 및 음식점업(55~56)","40~49세",9721,8597,8588,8740,8878,8763,9154,9753,9188
"강원","숙박 및 음식점업(55~56)","50~59세",12523,15809,15220,13532,13584,13429,13457,12907,13202
"강원","숙박 및 음식점업(55~56)","60세 이상",6728,6753,7456,8421,8768,9866,10321,11090,11734
"강원","정보통신업(58~63)","계",635,659,690,700,729,783,786,808,859
"강원","정보통신업(58~63)","29세 이하",17,15,16,9,19,17,17,22,38
"강원","정보통신업(58~63)","30~39세",87,73,91,69,80,103,85,72,99
"강원","정보통신업(58~63)","40~49세",196,226,249,249,255,268,284,260,267
"강원","정보통신업(58~63)","50~59세",274,283,265,290,295,319,304,347,342
"강원","정보통신업(58~63)","60세 이상",61,62,69,83,80,76,96,107,113
"강원","금융 및 보험업(64~66)","계",1530,1563,1549,1546,1561,1591,1598,1552,1555
"강원","금융 및 보험업(64~66)","29세 이하",17,14,20,7,4,8,9,12,6
"강원","금융 및 보험업(64~66)","30~39세",165,139,131,114,104,111,100,72,66
"강원","금융 및 보험업(64~66)","40~49세",506,517,482,434,453,453,473,488,346
"강원","금융 및 보험업(64~66)","50~59세",575,636,652,717,733,751,725,769,678
"강원","금융 및 보험업(64~66)","60세 이상",267,257,264,274,267,268,291,211,459
"강원","부동산업(68)","계",2658,2632,2813,2872,3168,3426,3636,3795,3874
"강원","부동산업(68)","29세 이하",18,18,15,20,20,21,27,27,34
"강원","부동산업(68)","30~39세",232,166,159,164,194,194,235,205,233
"강원","부동산업(68)","40~49세",740,667,697,686,755,790,798,937,753
"강원","부동산업(68)","50~59세",968,1125,1172,1122,1252,1288,1353,1397,1362
"강원","부동산업(68)","60세 이상",700,656,770,880,947,1133,1223,1229,1492
"강원","전문, 과학 및 기술 서비스업(70~73)","계",2044,2209,2345,2381,2457,2590,2755,2963,3098
"강원","전문, 과학 및 기술 서비스업(70~73)","29세 이하",20,26,28,31,35,35,36,45,67
"강원","전문, 과학 및 기술 서비스업(70~73)","30~39세",316,241,246,259,280,281,323,281,336
"강원","전문, 과학 및 기술 서비스업(70~73)","40~49세",678,780,805,791,805,850,849,900,915
"강원","전문, 과학 및 기술 서비스업(70~73)","50~59세",750,866,920,915,936,979,1040,1063,1056
"강원","전문, 과학 및 기술 서비스업(70~73)","60세 이상",280,296,346,385,401,445,507,674,724
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2005,2184,2356,2401,2458,2551,2695,2839,2908
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",50,52,59,39,41,44,52,57,84
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",484,430,440,369,385,381,369,362,376
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",698,767,814,819,831,820,904,862,811
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",538,693,767,808,809,849,882,998,1007
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",235,242,276,366,392,457,488,560,630
"강원","공공행정, 국방 및 사회보장 행정(84)","계",788,792,788,788,796,798,799,796,779
"강원","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,1,1,1,1,2,-,-
"강원","공공행정, 국방 및 사회보장 행정(84)","30~39세",21,14,13,16,15,16,15,8,9
"강원","공공행정, 국방 및 사회보장 행정(84)","40~49세",141,137,137,112,88,94,99,110,67
"강원","공공행정, 국방 및 사회보장 행정(84)","50~59세",596,595,583,581,617,617,624,639,654
"강원","공공행정, 국방 및 사회보장 행정(84)","60세 이상",30,46,54,78,75,70,59,39,49
"강원","교육 서비스업(85)","계",5676,5816,5810,5754,5879,5973,6112,6205,6160
"강원","교육 서비스업(85)","29세 이하",187,164,147,134,169,174,141,147,195
"강원","교육 서비스업(85)","30~39세",1551,1290,1275,1182,1213,1186,1155,992,1017
"강원","교육 서비스업(85)","40~49세",2078,2415,2370,2252,2276,2243,2302,2295,2172
"강원","교육 서비스업(85)","50~59세",1329,1368,1374,1461,1530,1703,1871,2131,2022
"강원","교육 서비스업(85)","60세 이상",531,579,644,725,691,667,643,640,754
"강원","보건업 및 사회복지 서비스업(86~87)","계",3857,4068,4264,4241,4484,4571,4610,4728,4730
"강원","보건업 및 사회복지 서비스업(86~87)","29세 이하",44,42,48,34,38,36,39,51,57
"강원","보건업 및 사회복지 서비스업(86~87)","30~39세",721,618,583,539,553,555,422,353,386
"강원","보건업 및 사회복지 서비스업(86~87)","40~49세",1525,1621,1637,1496,1568,1554,1556,1409,1238
"강원","보건업 및 사회복지 서비스업(86~87)","50~59세",1118,1327,1424,1513,1613,1637,1752,1909,1906
"강원","보건업 및 사회복지 서비스업(86~87)","60세 이상",449,460,572,659,712,789,841,1006,1143
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3840,3961,4060,3968,4280,4576,4691,4810,4663
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",136,117,127,100,119,151,152,142,170
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",820,738,723,640,722,804,775,688,680
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1213,1212,1193,1162,1244,1210,1313,1337,1197
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1208,1403,1439,1380,1463,1566,1571,1622,1568
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",463,491,578,686,732,845,880,1021,1048
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",14301,14532,14592,14595,14837,15312,15748,16108,16297
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",196,181,172,168,210,219,245,273,378
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",2021,1627,1542,1488,1605,1535,1606,1433,1572
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",4435,4561,4413,4247,4194,4091,4202,4657,4253
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",4959,5319,5296,5148,5102,5243,5367,5463,5362
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",2690,2844,3169,3544,3726,4224,4328,4282,4732
"충북","전체 산업","계",112649,115610,119498,121493,124834,126224,129920,133522,138598
"충북","전체 산업","29세 이하",2720,2287,2677,2672,2945,3213,3575,3778,4935
"충북","전체 산업","30~39세",17458,13912,14592,15055,15961,15382,15615,15262,16227
"충북","전체 산업","40~49세",36241,36477,36762,35510,35855,35010,36008,35307,34367
"충북","전체 산업","50~59세",38819,44772,45077,44250,45089,45647,46497,47648,47936
"충북","전체 산업","60세 이상",17411,18162,20390,24006,24984,26972,28225,31527,35133
"충북","농업, 임업 및 어업(01~03)","계",135,156,172,187,231,265,291,311,386
"충북","농업, 임업 및 어업(01~03)","29세 이하",3,1,3,5,7,2,2,2,4
"충북","농업, 임업 및 어업(01~03)","30~39세",10,8,11,19,26,35,39,24,36
"충북","농업, 임업 및 어업(01~03)","40~49세",32,43,48,40,57,62,73,85,86
"충북","농업, 임업 및 어업(01~03)","50~59세",70,81,83,86,91,103,110,129,162
"충북","농업, 임업 및 어업(01~03)","60세 이상",20,23,27,37,50,63,67,71,98
"충북","광업(05~08)","계",75,83,94,91,92,94,87,86,84
"충북","광업(05~08)","29세 이하",-,-,-,-,-,-,1,2,1
"충북","광업(05~08)","30~39세",10,10,8,9,10,8,11,7,6
"충북","광업(05~08)","40~49세",20,16,17,15,12,18,12,16,14
"충북","광업(05~08)","50~59세",26,30,30,30,31,30,29,31,28
"충북","광업(05~08)","60세 이상",19,27,39,37,39,38,34,30,35
"충북","제조업(10~34)","계",10337,11135,12118,12698,12905,13190,13786,14273,14648
"충북","제조업(10~34)","29세 이하",88,78,135,160,164,174,175,195,264
"충북","제조업(10~34)","30~39세",1054,843,959,1012,1039,1037,1017,989,1148
"충북","제조업(10~34)","40~49세",3213,3084,3347,3343,3407,3483,3536,3453,3300
"충북","제조업(10~34)","50~59세",4154,5139,5352,5365,5426,5487,5720,5921,5560
"충북","제조업(10~34)","60세 이상",1828,1991,2325,2818,2869,3009,3338,3715,4376
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","계",47,49,53,54,58,73,87,101,176
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-,1,1,1,4
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",2,1,-,1,1,3,1,3,8
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",2,5,7,5,7,9,15,19,22
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",32,33,29,29,32,39,40,41,46
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",11,10,17,19,18,21,30,37,96
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",373,406,452,439,441,438,450,482,503
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",5,5,4,4,4,7,4,9,14
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",42,38,33,22,19,20,23,28,34
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",104,91,109,115,111,104,101,105,99
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",163,204,214,197,207,207,219,203,213
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",59,68,92,101,100,100,103,137,143
"충북","건설업(41~42)","계",4239,4696,5027,5258,5257,5220,5378,5594,6124
"충북","건설업(41~42)","29세 이하",48,40,56,57,63,68,84,105,152
"충북","건설업(41~42)","30~39세",503,406,474,454,444,433,388,392,439
"충북","건설업(41~42)","40~49세",1776,1848,1913,1889,1829,1731,1752,1574,1653
"충북","건설업(41~42)","50~59세",1507,1971,2052,2141,2188,2236,2301,2420,2597
"충북","건설업(41~42)","60세 이상",405,431,532,717,733,752,853,1103,1283
"충북","도매 및 소매업(45~47)","계",28427,28978,29836,30626,30512,30663,30969,31524,32431
"충북","도매 및 소매업(45~47)","29세 이하",889,727,861,779,829,860,918,1013,1238
"충북","도매 및 소매업(45~47)","30~39세",5152,4079,4219,4400,4545,4201,4090,3893,4248
"충북","도매 및 소매업(45~47)","40~49세",9361,9942,9849,9527,9426,9159,9257,8837,8536
"충북","도매 및 소매업(45~47)","50~59세",8581,9740,9970,10108,10057,10213,10211,10494,10587
"충북","도매 및 소매업(45~47)","60세 이상",4444,4490,4937,5812,5655,6230,6493,7287,7822
"충북","운수 및 창고업(49~52)","계",10342,10417,10522,10361,11580,10959,11596,11790,12437
"충북","운수 및 창고업(49~52)","29세 이하",57,56,53,51,55,56,227,107,169
"충북","운수 및 창고업(49~52)","30~39세",705,810,717,697,706,525,828,1159,823
"충북","운수 및 창고업(49~52)","40~49세",2416,2581,2440,2198,2193,2000,2215,2088,2284
"충북","운수 및 창고업(49~52)","50~59세",5010,4510,4553,4376,4653,4402,4431,4144,4122
"충북","운수 및 창고업(49~52)","60세 이상",2154,2460,2759,3039,3973,3976,3895,4292,5039
"충북","숙박 및 음식점업(55~56)","계",23959,24451,25076,25492,26377,26856,27909,28650,30415
"충북","숙박 및 음식점업(55~56)","29세 이하",969,794,913,987,1103,1218,1305,1398,1884
"충북","숙박 및 음식점업(55~56)","30~39세",3889,2835,3202,3603,3947,4044,4218,4090,4541
"충북","숙박 및 음식점업(55~56)","40~49세",7528,6616,6867,7023,7211,6938,7135,6814,6887
"충북","숙박 및 음식점업(55~56)","50~59세",8212,10893,10325,9201,9409,9400,9650,9620,10123
"충북","숙박 및 음식점업(55~56)","60세 이상",3361,3313,3769,4678,4707,5256,5601,6728,6980
"충북","정보통신업(58~63)","계",551,557,554,562,570,587,609,660,700
"충북","정보통신업(58~63)","29세 이하",2,2,4,8,8,11,18,26,28
"충북","정보통신업(58~63)","30~39세",112,78,66,62,59,68,77,73,94
"충북","정보통신업(58~63)","40~49세",203,220,214,196,196,199,212,223,225
"충북","정보통신업(58~63)","50~59세",192,218,219,233,244,249,226,254,269
"충북","정보통신업(58~63)","60세 이상",42,39,51,63,63,60,76,84,84
"충북","금융 및 보험업(64~66)","계",1303,1278,1264,1249,1224,1260,1251,1258,1266
"충북","금융 및 보험업(64~66)","29세 이하",13,6,11,5,2,8,3,7,6
"충북","금융 및 보험업(64~66)","30~39세",121,99,102,60,59,67,71,63,54
"충북","금융 및 보험업(64~66)","40~49세",413,371,350,314,299,331,331,352,234
"충북","금융 및 보험업(64~66)","50~59세",465,498,502,546,563,567,546,605,524
