행정구역별,산업별,대표자성별,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년
울산,건설업(41~42),여자,245,248,243,249,289,310,341,401,447,504,525,541,544,570,639
울산,도매 및 소매업(45~47),계,16614,16904,16928,17078,17539,18065,18488,19064,19293,19782,19969,20018,20248,20146,20610
울산,도매 및 소매업(45~47),남자,8793,8914,8885,8981,9190,9389,9636,9869,10116,10369,10377,10394,10407,10441,10794
울산,도매 및 소매업(45~47),여자,7821,7990,8043,8097,8349,8676,8852,9195,9177,9413,9592,9624,9841,9705,9816
울산,운수 및 창고업(49~52),계,6221,6278,6434,6346,6633,7177,6659,6842,6836,7158,7449,7090,7536,7633,8524
울산,운수 및 창고업(49~52),남자,5921,5922,6047,5951,6282,6718,6174,6332,6254,6515,6772,6475,6828,6932,7660
울산,운수 및 창고업(49~52),여자,300,356,387,395,351,459,485,510,582,643,677,615,708,701,864
울산,숙박 및 음식점업(55~56),계,15202,15451,15661,15881,15940,16294,16642,17018,17189,17635,18124,18522,18901,19377,20396
울산,숙박 및 음식점업(55~56),남자,4036,4210,4339,4425,4540,4779,4974,5125,5255,5508,5796,5987,6243,6588,7175
울산,숙박 및 음식점업(55~56),여자,11166,11241,11322,11456,11400,11515,11668,11893,11934,12127,12328,12535,12658,12789,13221
울산,정보통신업(58~63),계,241,246,221,227,244,280,278,296,315,316,335,319,343,387,396
울산,정보통신업(58~63),남자,190,200,183,188,198,232,226,235,249,251,262,247,266,303,307
울산,정보통신업(58~63),여자,51,46,38,39,46,48,52,61,66,65,73,72,77,84,89
울산,금융 및 보험업(64~66),계,695,764,826,822,836,866,901,899,898,938,930,951,941,897,847
울산,금융 및 보험업(64~66),남자,615,681,735,736,749,764,780,776,771,814,796,805,781,742,695
울산,금융 및 보험업(64~66),여자,80,83,91,86,87,102,121,123,127,124,134,146,160,155,152
울산,부동산업(68),계,1638,1694,1642,1674,1829,1968,2073,2184,2453,2604,2947,3138,3151,3190,3261
울산,부동산업(68),남자,1306,1311,1226,1207,1251,1307,1352,1353,1480,1509,1688,1728,1743,1792,1812
울산,부동산업(68),여자,332,383,416,467,578,661,721,831,973,1095,1259,1410,1408,1398,1449
울산,"전문, 과학 및 기술 서비스업(70~73)",계,1044,1108,1154,1192,1271,1382,1453,1513,1641,1730,1733,1745,1897,1960,2040
울산,"전문, 과학 및 기술 서비스업(70~73)",남자,947,1004,1062,1093,1151,1231,1281,1339,1453,1529,1527,1521,1641,1697,1739
울산,"전문, 과학 및 기술 서비스업(70~73)",여자,97,104,92,99,120,151,172,174,188,201,206,224,256,263,301
울산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,923,943,887,934,1108,1196,1250,1343,1501,1528,1539,1474,1519,1537,1563
울산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,635,656,616,674,816,880,930,984,1109,1100,1088,1043,1049,1056,1064
울산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,288,287,271,260,292,316,320,359,392,428,451,431,470,481,499
울산,"공공행정, 국방 및 사회보장 행정(84)",계,213,210,195,192,191,187,190,191,189,198,203,205,207,207,204
울산,"공공행정, 국방 및 사회보장 행정(84)",남자,206,206,190,189,188,182,178,184,182,189,194,194,193,182,177
울산,"공공행정, 국방 및 사회보장 행정(84)",여자,7,4,5,3,3,5,12,7,7,9,9,11,14,25,27
울산,교육 서비스업(85),계,4178,4374,4443,4405,4424,4485,4447,4517,4564,4526,4650,4776,4838,4896,4806
울산,교육 서비스업(85),남자,1936,2033,2050,2060,2111,2121,2099,2121,2129,2107,2108,2163,2148,2077,2007
울산,교육 서비스업(85),여자,2242,2341,2393,2345,2313,2364,2348,2396,2435,2419,2542,2613,2690,2819,2799
울산,보건업 및 사회복지 서비스업(86~87),계,1678,1785,1885,2012,2234,2369,2487,2584,2676,2700,2805,2883,2894,2969,2926
울산,보건업 및 사회복지 서비스업(86~87),남자,1162,1217,1249,1295,1371,1410,1411,1444,1454,1508,1536,1549,1560,1627,1684
울산,보건업 및 사회복지 서비스업(86~87),여자,516,568,636,717,863,959,1076,1140,1222,1192,1269,1334,1334,1342,1242
울산,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,2422,2496,2610,2719,2688,2712,2709,2730,2668,2609,2861,3053,3108,3069,2983
울산,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,1112,1140,1218,1275,1245,1273,1275,1280,1281,1228,1363,1458,1493,1488,1477
울산,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1310,1356,1392,1444,1443,1439,1434,1450,1387,1381,1498,1595,1615,1581,1506
울산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,7345,7463,7619,7841,8060,8245,8369,8433,8393,8515,8737,8942,9221,9452,9604
울산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,3944,3971,4012,4076,4122,4179,4247,4232,4165,4176,4178,4175,4216,4253,4290
울산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,3401,3492,3607,3765,3938,4066,4122,4201,4228,4339,4559,4767,5005,5199,5314
세종,전체 산업,계,-,-,-,-,-,-,6640,7468,9124,10480,11853,13668,15871,18041,19821
세종,전체 산업,남자,-,-,-,-,-,-,4070,4628,5592,6366,7042,7955,9085,10230,11200
세종,전체 산업,여자,-,-,-,-,-,-,2570,2840,3532,4114,4811,5713,6786,7811,8621
세종,"농업, 임업 및 어업(01~03)",계,-,-,-,-,-,-,6,7,6,8,14,9,15,25,41
세종,"농업, 임업 및 어업(01~03)",남자,-,-,-,-,-,-,6,6,5,8,11,7,11,18,29
세종,"농업, 임업 및 어업(01~03)",여자,-,-,-,-,-,-,-,1,1,-,3,2,4,7,12
세종,광업(05~08),계,-,-,-,-,-,-,4,9,10,10,11,9,9,9,8
세종,광업(05~08),남자,-,-,-,-,-,-,2,7,7,6,6,4,5,5,5
세종,광업(05~08),여자,-,-,-,-,-,-,2,2,3,4,5,5,4,4,3
세종,제조업(10~34),계,-,-,-,-,-,-,703,784,913,988,1015,1093,1233,1300,1372
세종,제조업(10~34),남자,-,-,-,-,-,-,580,642,742,798,805,837,908,937,962
세종,제조업(10~34),여자,-,-,-,-,-,-,123,142,171,190,210,256,325,363,410
세종,"전기, 가스, 증기 및 공기조절 공급업(35)",계,-,-,-,-,-,-,3,6,5,5,6,9,14,15,22
세종,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,-,-,-,-,-,-,3,6,5,5,6,9,14,15,21
세종,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
세종,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,-,-,-,-,-,-,25,26,37,39,48,57,64,71,76
세종,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,-,-,-,-,-,-,22,21,30,31,41,53,61,65,70
세종,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,-,-,-,-,-,-,3,5,7,8,7,4,3,6,6
세종,건설업(41~42),계,-,-,-,-,-,-,224,377,546,544,512,478,544,604,675
세종,건설업(41~42),남자,-,-,-,-,-,-,194,317,418,428,406,371,407,447,478
세종,건설업(41~42),여자,-,-,-,-,-,-,30,60,128,116,106,107,137,157,197
세종,도매 및 소매업(45~47),계,-,-,-,-,-,-,1508,1602,1940,2177,2401,2680,2963,3402,3844
세종,도매 및 소매업(45~47),남자,-,-,-,-,-,-,879,936,1137,1252,1360,1512,1643,1862,2115
세종,도매 및 소매업(45~47),여자,-,-,-,-,-,-,629,666,803,925,1041,1168,1320,1540,1729
세종,운수 및 창고업(49~52),계,-,-,-,-,-,-,513,565,646,724,786,748,942,1141,1082
세종,운수 및 창고업(49~52),남자,-,-,-,-,-,-,484,538,608,675,726,687,873,1048,993
세종,운수 및 창고업(49~52),여자,-,-,-,-,-,-,29,27,38,49,60,61,69,93,89
세종,숙박 및 음식점업(55~56),계,-,-,-,-,-,-,1545,1665,2007,2375,2726,3049,3452,3849,4276
세종,숙박 및 음식점업(55~56),남자,-,-,-,-,-,-,488,547,682,881,1028,1200,1392,1581,1863
세종,숙박 및 음식점업(55~56),여자,-,-,-,-,-,-,1057,1118,1325,1494,1698,1849,2060,2268,2413
세종,정보통신업(58~63),계,-,-,-,-,-,-,29,39,57,66,85,121,160,218,258
세종,정보통신업(58~63),남자,-,-,-,-,-,-,21,32,43,50,63,97,126,167,197
세종,정보통신업(58~63),여자,-,-,-,-,-,-,8,7,14,16,22,24,34,51,61
세종,금융 및 보험업(64~66),계,-,-,-,-,-,-,86,99,109,119,133,154,179,198,191
세종,금융 및 보험업(64~66),남자,-,-,-,-,-,-,80,88,100,109,120,133,145,162,152
세종,금융 및 보험업(64~66),여자,-,-,-,-,-,-,6,11,9,10,13,21,34,36,39
세종,부동산업(68),계,-,-,-,-,-,-,341,423,676,749,891,1210,1369,1541,1757
세종,부동산업(68),남자,-,-,-,-,-,-,229,286,418,457,528,713,800,904,991
세종,부동산업(68),여자,-,-,-,-,-,-,112,137,258,292,363,497,569,637,766
세종,"전문, 과학 및 기술 서비스업(70~73)",계,-,-,-,-,-,-,107,145,219,251,281,360,444,552,669
세종,"전문, 과학 및 기술 서비스업(70~73)",남자,-,-,-,-,-,-,96,118,185,207,241,301,358,439,516
세종,"전문, 과학 및 기술 서비스업(70~73)",여자,-,-,-,-,-,-,11,27,34,44,40,59,86,113,153
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,-,-,-,-,-,-,89,117,149,179,222,292,348,397,432
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,-,-,-,-,-,-,76,94,122,138,168,205,247,264,278
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,-,-,-,-,-,-,13,23,27,41,54,87,101,133,154
세종,"공공행정, 국방 및 사회보장 행정(84)",계,-,-,-,-,-,-,44,57,75,86,102,108,117,130,130
세종,"공공행정, 국방 및 사회보장 행정(84)",남자,-,-,-,-,-,-,41,56,68,78,94,98,100,113,114
세종,"공공행정, 국방 및 사회보장 행정(84)",여자,-,-,-,-,-,-,3,1,7,8,8,10,17,17,16
세종,교육 서비스업(85),계,-,-,-,-,-,-,237,279,351,484,613,877,1107,1354,1524
세종,교육 서비스업(85),남자,-,-,-,-,-,-,126,146,183,262,323,414,506,576,652
세종,교육 서비스업(85),여자,-,-,-,-,-,-,111,133,168,222,290,463,601,778,872
세종,보건업 및 사회복지 서비스업(86~87),계,-,-,-,-,-,-,240,267,323,444,550,673,817,885,914
세종,보건업 및 사회복지 서비스업(86~87),남자,-,-,-,-,-,-,139,152,174,229,261,317,344,374,423
세종,보건업 및 사회복지 서비스업(86~87),여자,-,-,-,-,-,-,101,115,149,215,289,356,473,511,491
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,-,-,-,-,-,-,178,200,230,282,366,469,541,601,657
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,-,-,-,-,-,-,108,121,136,166,203,269,309,333,355
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,-,-,-,-,-,-,70,79,94,116,163,200,232,268,302
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,-,-,-,-,-,-,758,801,825,950,1091,1272,1553,1749,1893
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,-,-,-,-,-,-,496,515,529,586,652,728,836,920,986
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,-,-,-,-,-,-,262,286,296,364,439,544,717,829,907
경기,전체 산업,계,618765,640490,651427,660007,687021,720850,751107,773215,810259,827983,856162,878275,909032,934349,989105
경기,전체 산업,남자,403418,416206,421066,424333,441628,460394,477791,490995,515527,528680,543203,553646,571288,585907,622500
경기,전체 산업,여자,215347,224284,230361,235674,245393,260456,273316,282220,294732,299303,312959,324629,337744,348442,366605
경기,"농업, 임업 및 어업(01~03)",계,158,180,188,201,193,197,202,231,305,336,411,457,522,558,797
경기,"농업, 임업 및 어업(01~03)",남자,151,167,176,187,183,189,193,216,272,299,349,381,437,471,651
경기,"농업, 임업 및 어업(01~03)",여자,7,13,12,14,10,8,9,15,33,37,62,76,85,87,146
경기,광업(05~08),계,108,108,98,108,99,96,91,85,101,106,100,101,94,92,88
경기,광업(05~08),남자,97,94,84,99,91,87,84,82,96,95,89,92,85,84,81
경기,광업(05~08),여자,11,14,14,9,8,9,7,3,5,11,11,9,9,8,7
경기,제조업(10~34),계,85985,87205,86336,87386,92814,97711,104623,108722,118630,126428,128564,130282,132785,133317,139238
경기,제조업(10~34),남자,74992,75836,74836,75268,79579,83338,88792,91574,98926,104748,106241,107232,108787,108342,111898
경기,제조업(10~34),여자,10993,11369,11500,12118,13235,14373,15831,17148,19704,21680,22323,23050,23998,24975,27340
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",계,125,124,119,122,129,132,141,154,183,188,225,246,276,367,453
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,125,123,118,120,127,130,138,152,177,183,217,227,250,315,378
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,1,1,2,2,2,3,2,6,5,8,19,26,52,75
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,1187,1223,1246,1313,1389,1493,1630,1758,1991,2077,2118,2138,2255,2285,2361
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,1087,1112,1131,1188,1257,1339,1458,1553,1731,1782,1801,1792,1885,1889,1948
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,100,111,115,125,132,154,172,205,260,295,317,346,370,396,413
경기,건설업(41~42),계,18170,19415,19639,19365,20066,21573,22399,23726,26512,27356,28452,28854,30361,31261,35074
경기,건설업(41~42),남자,16279,17332,17383,17070,17457,18647,19190,20195,22229,22727,23448,23574,24646,25109,27817
경기,건설업(41~42),여자,1891,2083,2256,2295,2609,2926,3209,3531,4283,4629,5004,5280,5715,6152,7257
경기,도매 및 소매업(45~47),계,142043,147006,148916,150475,157468,166126,174971,180550,191429,198080,201592,204601,209233,212226,227767
경기,도매 및 소매업(45~47),남자,87784,90672,91748,92483,96613,100838,105578,108445,116087,120383,122313,123914,126173,128481,139362
경기,도매 및 소매업(45~47),여자,54259,56334,57168,57992,60855,65288,69393,72105,75342,77697,79279,80687,83060,83745,88405
경기,운수 및 창고업(49~52),계,64027,66041,67482,68403,69752,74408,76548,80280,81965,82317,84762,85870,90679,94190,98423
경기,운수 및 창고업(49~52),남자,62090,63830,64959,65590,67287,70962,72407,75563,76548,76704,78857,79707,84020,87120,90684
경기,운수 및 창고업(49~52),여자,1937,2211,2523,2813,2465,3446,4141,4717,5417,5613,5905,6163,6659,7070,7739
경기,숙박 및 음식점업(55~56),계,115336,117424,118133,119187,123232,128176,131545,134425,138533,140235,145544,149870,154477,160465,173274
경기,숙박 및 음식점업(55~56),남자,40555,41822,42316,43115,45789,47767,49475,51121,53721,55432,57978,60253,62769,66601,74755
경기,숙박 및 음식점업(55~56),여자,74781,75602,75817,76072,77443,80409,82070,83304,84812,84803,87566,89617,91708,93864,98519
경기,정보통신업(58~63),계,2800,2982,3000,3074,3477,3861,4620,5077,5910,6362,6600,6751,7117,7750,8927
경기,정보통신업(58~63),남자,2388,2540,2525,2598,2955,3254,3864,4197,4895,5275,5463,5555,5826,6176,7055
경기,정보통신업(58~63),여자,412,442,475,476,522,607,756,880,1015,1087,1137,1196,1291,1574,1872
경기,금융 및 보험업(64~66),계,5387,5738,6008,6070,6402,6695,6831,6845,6869,6785,6946,7118,7208,7213,7099
경기,금융 및 보험업(64~66),남자,4793,5071,5288,5276,5522,5726,5799,5782,5732,5674,5705,5754,5734,5710,5680
경기,금융 및 보험업(64~66),여자,594,667,720,794,880,969,1032,1063,1137,1111,1241,1364,1474,1503,1419
경기,부동산업(68),계,29311,31152,32031,32047,31657,32263,32158,31820,32668,32818,35972,38130,41103,43792,47248
경기,부동산업(68),남자,20277,21314,21512,21184,20744,20837,20629,20252,20633,20416,22140,23222,24752,26375,28102
경기,부동산업(68),여자,9034,9838,10519,10863,10913,11426,11529,11568,12035,12402,13832,14908,16351,17417,19146
경기,"전문, 과학 및 기술 서비스업(70~73)",계,10494,11409,11949,12104,12984,14005,15230,15986,17442,18436,18989,19552,21528,23241,26472
경기,"전문, 과학 및 기술 서비스업(70~73)",남자,9540,10349,10780,10868,11587,12465,13456,14015,15198,16015,16401,16740,18231,19305,21440
경기,"전문, 과학 및 기술 서비스업(70~73)",여자,954,1060,1169,1236,1397,1540,1774,1971,2244,2421,2588,2812,3297,3936,5032
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,8369,8591,8700,8818,9486,10392,11004,11710,12943,13161,13348,13708,14535,15159,17042
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,5732,5934,6066,6159,6742,7371,7812,8277,9128,9253,9291,9523,9941,10272,11595
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,2637,2657,2634,2659,2744,3021,3192,3433,3815,3908,4057,4185,4594,4887,5447
경기,"공공행정, 국방 및 사회보장 행정(84)",계,1630,1619,1610,1619,1709,1716,1715,1720,1732,1802,1828,1842,1863,1880,1855
경기,"공공행정, 국방 및 사회보장 행정(84)",남자,1589,1555,1539,1546,1606,1606,1606,1609,1593,1667,1677,1680,1662,1683,1672
경기,"공공행정, 국방 및 사회보장 행정(84)",여자,41,64,71,73,103,110,109,111,139,135,151,162,201,197,183
경기,교육 서비스업(85),계,31324,33165,34679,35234,36736,37911,38531,39029,39822,40225,42039,43757,45488,46798,46727
경기,교육 서비스업(85),남자,14587,15228,15680,15812,16668,16890,17090,17306,17585,17761,18113,18719,19079,19245,19162
경기,교육 서비스업(85),여자,16737,17937,18999,19422,20068,21021,21441,21723,22237,22464,23926,25038,26409,27553,27565
경기,보건업 및 사회복지 서비스업(86~87),계,17579,19225,20847,22184,24385,26088,28379,29716,31330,30385,32897,33888,34409,35199,35101
경기,보건업 및 사회복지 서비스업(86~87),남자,10189,10769,11295,11891,12611,13119,13698,14307,14838,15072,16301,16591,16919,17554,18171
경기,보건업 및 사회복지 서비스업(86~87),여자,7390,8456,9552,10293,11774,12969,14681,15409,16492,15313,16596,17297,17490,17645,16930
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,19800,20447,21231,21822,22107,22799,23010,22962,23059,22357,24999,27508,28561,29701,29827
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,12069,12322,12795,13033,13113,13454,13368,13188,13102,12621,14131,15567,16126,16739,16995
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,7731,8125,8436,8789,8994,9345,9642,9774,9957,9736,10868,11941,12435,12962,12832
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,64932,67436,69215,70475,72936,75208,77479,78419,78835,78529,80776,83602,86538,88855,91332
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,39094,40136,40835,40846,41697,42375,43154,43161,43036,42573,42688,43123,43966,44436,45054
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,25838,27300,28380,29629,31239,32833,34325,35258,35799,35956,38088,40479,42572,44419,46278
강원,전체 산업,계,116338,116705,117150,117569,118266,121273,125192,129403,133314,133517,136452,140058,143475,146815,150422
강원,전체 산업,남자,68066,68014,68067,67980,68208,69654,71488,74134,77024,76999,78481,80535,82392,84401,86660
강원,전체 산업,여자,48272,48691,49083,49589,50058,51619,53704,55269,56290,56518,57971,59523,61083,62414,63762
강원,"농업, 임업 및 어업(01~03)",계,123,128,128,148,140,167,161,201,258,262,285,312,346,368,509
강원,"농업, 임업 및 어업(01~03)",남자,111,114,112,127,121,143,137,170,216,213,240,267,301,310,429
강원,"농업, 임업 및 어업(01~03)",여자,12,14,16,21,19,24,24,31,42,49,45,45,45,58,80
강원,광업(05~08),계,126,127,124,141,125,130,137,149,165,166,171,170,171,181,167
강원,광업(05~08),남자,116,117,116,131,113,116,123,131,142,143,152,152,154,165,145
강원,광업(05~08),여자,10,10,8,10,12,14,14,18,23,23,19,18,17,16,22
강원,제조업(10~34),계,6695,6668,6574,6572,6560,6717,6977,7332,8007,8107,8232,8346,8584,8889,8988
강원,제조업(10~34),남자,5217,5167,5056,5012,4948,5043,5210,5462,5973,6018,6123,6182,6335,6497,6412
강원,제조업(10~34),여자,1478,1501,1518,1560,1612,1674,1767,1870,2034,2089,2109,2164,2249,2392,2576
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",계,58,59,57,68,69,75,79,84,94,97,107,124,153,231,335
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,56,57,55,65,69,75,78,82,90,93,101,109,136,199,264
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,2,2,2,3,-,-,1,2,4,4,6,15,17,32,71
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,283,311,316,323,349,365,391,415,460,459,464,463,482,508,511
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,253,281,283,283,306,320,329,350,380,382,400,396,406,427,421
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,30,30,33,40,43,45,62,65,80,77,64,67,76,81,90
강원,건설업(41~42),계,4302,4322,4311,4303,4367,4670,4943,5490,6048,6143,6450,6641,7089,7516,8036
강원,건설업(41~42),남자,3803,3797,3742,3707,3719,3923,4133,4544,4959,4964,5158,5319,5608,5892,6177
강원,건설업(41~42),여자,499,525,569,596,648,747,810,946,1089,1179,1292,1322,1481,1624,1859
강원,도매 및 소매업(45~47),계,28959,28904,28804,28710,28992,29482,30597,31453,32348,32959,32930,33095,33339,33705,34461
강원,도매 및 소매업(45~47),남자,16094,16080,15928,15773,15827,16025,16590,17081,17883,18286,18164,18293,18461,18735,19342
강원,도매 및 소매업(45~47),여자,12865,12824,12876,12937,13165,13457,14007,14372,14465,14673,14766,14802,14878,14970,15119
강원,운수 및 창고업(49~52),계,9987,9590,9870,9748,9420,9992,9663,10179,10404,9988,10186,10610,10695,10996,11426
강원,운수 및 창고업(49~52),남자,9570,9157,9400,9192,8942,9393,9038,9539,9692,9342,9524,9881,9961,10161,10540
강원,운수 및 창고업(49~52),여자,417,433,470,556,478,599,625,640,712,646,662,729,734,835,886
강원,숙박 및 음식점업(55~56),계,33014,33267,33318,33512,33446,34020,34910,35684,36263,36090,36978,38126,39186,39817,41066
강원,숙박 및 음식점업(55~56),남자,10947,11148,11339,11591,11702,11774,12104,12474,12887,12891,13362,13998,14516,14873,15565
강원,숙박 및 음식점업(55~56),여자,22067,22119,21979,21921,21744,22246,22806,23210,23376,23199,23616,24128,24670,24944,25501
강원,정보통신업(58~63),계,597,589,559,553,586,605,635,659,690,700,729,783,786,808,859
강원,정보통신업(58~63),남자,518,506,483,477,508,522,538,555,581,566,593,641,626,633,674
강원,정보통신업(58~63),여자,79,83,76,76,78,83,97,104,109,134,136,142,160,175,185
강원,금융 및 보험업(64~66),계,1327,1397,1399,1436,1469,1503,1530,1563,1549,1546,1561,1591,1598,1552,1555
강원,금융 및 보험업(64~66),남자,1230,1285,1282,1301,1333,1358,1379,1386,1364,1349,1342,1350,1336,1281,1314
강원,금융 및 보험업(64~66),여자,97,112,117,135,136,145,151,177,185,197,219,241,262,271,241
강원,부동산업(68),계,2491,2485,2495,2541,2478,2586,2658,2632,2813,2872,3168,3426,3636,3795,3874
강원,부동산업(68),남자,2054,2064,2049,2041,1943,2020,2047,2024,2153,2164,2352,2520,2663,2759,2789
강원,부동산업(68),여자,437,421,446,500,535,566,611,608,660,708,816,906,973,1036,1085
강원,"전문, 과학 및 기술 서비스업(70~73)",계,1625,1635,1677,1692,1748,1834,2044,2209,2345,2381,2457,2590,2755,2963,3098
강원,"전문, 과학 및 기술 서비스업(70~73)",남자,1475,1484,1505,1506,1556,1628,1789,1937,2037,2064,2124,2227,2331,2457,2528
강원,"전문, 과학 및 기술 서비스업(70~73)",여자,150,151,172,186,192,206,255,272,308,317,333,363,424,506,570
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1662,1696,1630,1584,1679,1811,2005,2184,2356,2401,2458,2551,2695,2839,2908
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1239,1278,1243,1215,1284,1398,1506,1613,1714,1762,1788,1844,1967,2072,2091
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,423,418,387,369,395,413,499,571,642,639,670,707,728,767,817
강원,"공공행정, 국방 및 사회보장 행정(84)",계,823,816,787,788,796,792,788,792,788,788,796,798,799,796,779
강원,"공공행정, 국방 및 사회보장 행정(84)",남자,811,802,774,775,783,771,763,767,762,743,749,745,734,721,715
강원,"공공행정, 국방 및 사회보장 행정(84)",여자,12,14,13,13,13,21,25,25,26,45,47,53,65,75,64
강원,교육 서비스업(85),계,5130,5275,5378,5409,5577,5591,5676,5816,5810,5754,5879,5973,6112,6205,6160
강원,교육 서비스업(85),남자,2632,2677,2644,2658,2754,2727,2745,2781,2756,2702,2696,2686,2692,2733,2708
강원,교육 서비스업(85),여자,2498,2598,2734,2751,2823,2864,2931,3035,3054,3052,3183,3287,3420,3472,3452
강원,보건업 및 사회복지 서비스업(86~87),계,2546,2692,2884,3054,3342,3517,3857,4068,4264,4241,4484,4571,4610,4728,4730
강원,보건업 및 사회복지 서비스업(86~87),남자,1619,1671,1750,1823,1949,2031,2145,2242,2348,2379,2453,2480,2513,2583,2697
강원,보건업 및 사회복지 서비스업(86~87),여자,927,1021,1134,1231,1393,1486,1712,1826,1916,1862,2031,2091,2097,2145,2033
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,3572,3543,3587,3598,3610,3708,3840,3961,4060,3968,4280,4576,4691,4810,4663
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,2327,2304,2346,2326,2352,2374,2458,2542,2599,2504,2705,2841,2916,3034,2935
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1245,1239,1241,1272,1258,1334,1382,1419,1461,1464,1575,1735,1775,1776,1728
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,13018,13201,13252,13389,13513,13708,14301,14532,14592,14595,14837,15312,15748,16108,16297
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,7994,8025,7960,7977,7999,8013,8376,8454,8488,8434,8455,8604,8736,8869,8914
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,5024,5176,5292,5412,5514,5695,5925,6078,6104,6161,6382,6708,7012,7239,7383
충북,전체 산업,계,99331,101386,101861,102969,105756,109256,112649,115610,119498,121493,124834,126224,129920,133522,138598
충북,전체 산업,남자,62017,62993,63223,63652,65115,66956,68426,70380,72737,73882,75888,76256,78264,80325,83716
충북,전체 산업,여자,37314,38393,38638,39317,40641,42300,44223,45230,46761,47611,48946,49968,51656,53197,54882
충북,"농업, 임업 및 어업(01~03)",계,102,105,110,115,112,129,135,156,172,187,231,265,291,311,386
충북,"농업, 임업 및 어업(01~03)",남자,102,102,106,107,103,116,119,133,144,152,192,216,234,252,305
충북,"농업, 임업 및 어업(01~03)",여자,-,3,4,8,9,13,16,23,28,35,39,49,57,59,81
충북,광업(05~08),계,66,62,59,74,69,70,75,83,94,91,92,94,87,86,84
충북,광업(05~08),남자,63,56,53,68,62,61,65,72,83,79,80,81,72,70,68
충북,광업(05~08),여자,3,6,6,6,7,9,10,11,11,12,12,13,15,16,16
충북,제조업(10~34),계,9145,9264,9224,9397,9539,9959,10337,11135,12118,12698,12905,13190,13786,14273,14648
