행정구역별,산업별,종사자성별,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년
대전,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,3228,3367,3412,3481,3750,4001,4026,4284,4454,4534,4967,5245,5638,5845,4891
대전,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,22621,23610,24277,24375,25328,25880,26855,27552,26919,28216,26958,27927,27927,28329,25564
대전,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,12456,12827,13110,13028,13236,13446,14001,14034,14052,14359,14156,14458,14294,14429,13303
대전,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,10165,10783,11167,11347,12092,12434,12854,13518,12867,13857,12802,13469,13633,13900,12261
울산,전체 산업,계,389470,406846,404866,413831,434280,451987,452130,488627,506899,519516,523344,521482,527085,533187,493599
울산,전체 산업,남자,258559,269459,265652,269815,283366,293723,290944,316451,328866,336611,331524,327472,329446,333663,311885
울산,전체 산업,여자,130911,137387,139214,144016,150914,158264,161186,172176,178033,182905,191820,194010,197639,199524,181714
울산,"농업, 임업 및 어업(01~03)",계,124,223,140,153,151,180,174,233,139,177,111,107,186,178,285
울산,"농업, 임업 및 어업(01~03)",남자,80,171,78,74,82,102,102,138,110,131,83,79,138,133,194
울산,"농업, 임업 및 어업(01~03)",여자,44,52,62,79,69,78,72,95,29,46,28,28,48,45,91
울산,광업(05~08),계,285,295,300,318,284,234,224,234,246,255,308,295,339,317,275
울산,광업(05~08),남자,259,271,269,290,257,216,207,218,229,236,281,272,314,289,257
울산,광업(05~08),여자,26,24,31,28,27,18,17,16,17,19,27,23,25,28,18
울산,제조업(10~34),계,149955,155592,151819,150799,150549,160581,161628,181791,188081,186809,180111,177427,175990,177173,170010
울산,제조업(10~34),남자,132915,138952,135820,134263,133780,142702,143201,160797,166543,165566,158196,156201,155698,155721,148608
울산,제조업(10~34),여자,17040,16640,15999,16536,16769,17879,18427,20994,21538,21243,21915,21226,20292,21452,21402
울산,"전기, 가스, 증기 및 공기조절 공급업(35)",계,1607,1553,1417,1240,1378,1338,1504,1504,1417,806,1378,2391,2471,2303,2368
울산,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,1494,1446,1253,1131,1265,1231,1369,1364,1284,726,1203,2109,2141,1971,2038
울산,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,113,107,164,109,113,107,135,140,133,80,175,282,330,332,330
울산,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,1894,1853,1961,1976,1985,2069,1986,2057,2104,2240,2166,2093,2092,2301,2184
울산,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,1613,1586,1712,1723,1642,1747,1669,1692,1719,1849,1773,1726,1719,1883,1760
울산,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,281,267,249,253,343,322,317,365,385,391,393,367,373,418,424
울산,건설업(41~42),계,20062,20127,18915,20658,28427,27025,24847,27385,29000,32974,36051,36097,36403,38417,33704
울산,건설업(41~42),남자,17661,17821,16860,18367,25413,24050,21931,23736,25645,28632,31403,30991,31374,33706,29683
울산,건설업(41~42),여자,2401,2306,2055,2291,3014,2975,2916,3649,3355,4342,4648,5106,5029,4711,4021
울산,도매 및 소매업(45~47),계,44645,46457,46151,47505,47677,49157,49737,52934,53470,55020,55827,55777,57109,57099,47570
울산,도매 및 소매업(45~47),남자,21148,22092,22087,22928,23090,23508,23838,25242,25674,26316,26476,26071,26660,26762,23780
울산,도매 및 소매업(45~47),여자,23497,24365,24064,24577,24587,25649,25899,27692,27796,28704,29351,29706,30449,30337,23790
울산,운수 및 창고업(49~52),계,19190,18433,19621,20520,21245,23137,21553,22505,22981,24843,25033,24347,24396,23770,22807
울산,운수 및 창고업(49~52),남자,17592,16693,17924,18894,19696,19395,19572,20305,20579,22370,22230,21736,21784,21177,20213
울산,운수 및 창고업(49~52),여자,1598,1740,1697,1626,1549,3742,1981,2200,2402,2473,2803,2611,2612,2593,2594
울산,숙박 및 음식점업(55~56),계,36402,38756,38913,39797,39937,41933,43268,45519,48157,48263,50511,50623,52625,53360,44480
울산,숙박 및 음식점업(55~56),남자,10030,10801,10934,11214,11473,12405,12856,13509,14250,14751,14967,15356,15831,16679,14280
울산,숙박 및 음식점업(55~56),여자,26372,27955,27979,28583,28464,29528,30412,32010,33907,33512,35544,35267,36794,36681,30200
울산,정보통신업(58~63),계,3064,3266,3253,3405,3374,3594,3690,3637,3757,3702,3863,3680,3765,3948,3678
울산,정보통신업(58~63),남자,2223,2273,2227,2263,2270,2467,2439,2463,2511,2567,2705,2497,2561,2727,2551
울산,정보통신업(58~63),여자,841,993,1026,1142,1104,1127,1251,1174,1246,1135,1158,1183,1204,1221,1127
울산,금융 및 보험업(64~66),계,10696,11661,12845,12217,12502,12773,13449,13375,13088,14167,14515,15555,14898,14250,12123
울산,금융 및 보험업(64~66),남자,4113,4511,4848,4712,4620,4757,5016,4755,4705,4979,5020,4893,4522,4916,3976
울산,금융 및 보험업(64~66),여자,6583,7150,7997,7505,7882,8016,8433,8620,8383,9188,9495,10662,10376,9334,8147
울산,부동산업(68),계,5613,6169,5934,6386,7737,8172,8007,8545,9028,8968,12342,10718,9820,8992,7617
울산,부동산업(68),남자,3589,3798,3607,3781,3961,4024,3987,4135,4255,4310,5211,4976,4871,5074,4366
울산,부동산업(68),여자,2024,2371,2327,2605,3776,4148,4020,4410,4773,4658,7131,5742,4949,3918,3251
울산,"전문, 과학 및 기술 서비스업(70~73)",계,7292,8438,9141,9082,9604,11213,11850,12946,16019,17137,16576,15507,16213,16722,16666
울산,"전문, 과학 및 기술 서비스업(70~73)",남자,5059,6010,6564,6476,6783,8099,8447,9142,11338,12333,11666,10951,11143,11606,11648
울산,"전문, 과학 및 기술 서비스업(70~73)",여자,2233,2428,2577,2606,2821,3114,3403,3804,4681,4804,4910,4556,5070,5116,5018
울산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,13706,15021,13845,14769,18323,19106,17971,20606,21770,23050,19429,18466,18757,18290,16190
울산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,9717,10355,8772,9756,13053,13541,11899,13573,14770,15547,13162,12005,12290,11909,10923
울산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,3989,4666,5073,5013,5270,5565,6072,7033,7000,7503,6267,6461,6467,6381,5267
울산,"공공행정, 국방 및 사회보장 행정(84)",계,11032,10938,10320,11301,13269,12774,11444,11700,11561,12969,13283,13298,13795,14504,15331
울산,"공공행정, 국방 및 사회보장 행정(84)",남자,8086,7878,7329,7894,9435,9106,7950,7940,7658,8562,8619,8613,8898,9013,9225
울산,"공공행정, 국방 및 사회보장 행정(84)",여자,2946,3060,2991,3407,3834,3668,3494,3760,3903,4407,4664,4685,4897,5491,6106
울산,교육 서비스업(85),계,28024,29677,30536,30855,32932,31977,32486,32486,33702,34124,33942,34429,34878,35740,34652
울산,교육 서비스업(85),남자,9160,10229,10431,10311,11026,10495,10498,10744,11132,10974,10878,11206,11090,11101,10738
울산,교육 서비스업(85),여자,18864,19448,20105,20544,21906,21482,21988,21742,22570,23150,23064,23223,23788,24639,23914
울산,보건업 및 사회복지 서비스업(86~87),계,14947,16455,17769,20080,22228,23592,25164,27026,28153,29360,32579,34816,36678,38388,40234
울산,보건업 및 사회복지 서비스업(86~87),남자,3745,3918,4164,4535,4519,4591,4788,5145,4984,5361,5910,6002,6200,6293,6603
울산,보건업 및 사회복지 서비스업(86~87),여자,11202,12537,13605,15545,17709,19001,20376,21881,23169,23999,26669,28814,30478,32095,33631
울산,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,5682,5832,6253,6457,6193,6462,6705,7199,7179,6926,7599,8008,8567,8814,6774
울산,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,2670,2686,2957,2994,2976,3137,3167,3281,3300,3078,3394,3634,3848,4107,3170
울산,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,3012,3146,3296,3463,3217,3325,3538,3918,3879,3848,4205,4374,4719,4707,3604
울산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,15250,16100,15733,16313,16485,16670,16443,16945,17047,17726,17720,17848,18103,18621,16651
울산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,7405,7968,7816,8209,8025,8150,8008,8272,8180,8323,8347,8154,8364,8596,7872
울산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,7845,8132,7917,8104,8460,8520,8435,8673,8867,9403,9373,9694,9739,10025,8779
세종,전체 산업,계,-,-,-,-,-,-,46512,56867,70661,83764,90672,99827,115585,125410,122236
세종,전체 산업,남자,-,-,-,-,-,-,29632,36456,44201,50672,53440,56680,64125,68733,66283
세종,전체 산업,여자,-,-,-,-,-,-,16880,20411,26460,33092,37232,43147,51460,56677,55953
세종,"농업, 임업 및 어업(01~03)",계,-,-,-,-,-,-,52,70,51,92,107,60,70,126,153
세종,"농업, 임업 및 어업(01~03)",남자,-,-,-,-,-,-,43,57,37,78,83,47,50,92,104
세종,"농업, 임업 및 어업(01~03)",여자,-,-,-,-,-,-,9,13,14,14,24,13,20,34,49
세종,광업(05~08),계,-,-,-,-,-,-,56,127,142,135,138,122,116,114,112
세종,광업(05~08),남자,-,-,-,-,-,-,54,115,127,118,116,106,105,103,100
세종,광업(05~08),여자,-,-,-,-,-,-,2,12,15,17,22,16,11,11,12
세종,제조업(10~34),계,-,-,-,-,-,-,16407,17574,17325,18675,18677,19107,20248,20555,19640
세종,제조업(10~34),남자,-,-,-,-,-,-,12073,13221,13094,14220,14127,14292,15138,15490,14494
세종,제조업(10~34),여자,-,-,-,-,-,-,4334,4353,4231,4455,4550,4815,5110,5065,5146
세종,"전기, 가스, 증기 및 공기조절 공급업(35)",계,-,-,-,-,-,-,63,208,219,212,243,360,483,545,626
세종,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,-,-,-,-,-,-,53,190,191,183,212,284,401,455,507
세종,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,-,-,-,-,10,18,28,29,31,76,82,90,119
세종,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,-,-,-,-,-,-,249,306,340,352,389,459,562,601,660
세종,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,-,-,-,-,-,-,224,272,291,273,335,403,488,522,583
세종,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,-,-,-,-,-,-,25,34,49,79,54,56,74,79,77
세종,건설업(41~42),계,-,-,-,-,-,-,1388,2589,4147,4579,3954,3766,6350,6216,5762
세종,건설업(41~42),남자,-,-,-,-,-,-,1190,2194,3525,3927,3336,3129,5423,5438,4965
세종,건설업(41~42),여자,-,-,-,-,-,-,198,395,622,652,618,637,927,778,797
세종,도매 및 소매업(45~47),계,-,-,-,-,-,-,3765,4002,5327,6168,6794,7617,8811,9603,9722
세종,도매 및 소매업(45~47),남자,-,-,-,-,-,-,2028,2208,3065,3388,3692,4104,4423,4808,5240
세종,도매 및 소매업(45~47),여자,-,-,-,-,-,-,1737,1794,2262,2780,3102,3513,4388,4795,4482
세종,운수 및 창고업(49~52),계,-,-,-,-,-,-,1869,2203,2416,2212,2648,2842,3630,4096,3606
세종,운수 및 창고업(49~52),남자,-,-,-,-,-,-,1686,1981,2176,2011,2320,2493,3161,3601,3189
세종,운수 및 창고업(49~52),여자,-,-,-,-,-,-,183,222,240,201,328,349,469,495,417
세종,숙박 및 음식점업(55~56),계,-,-,-,-,-,-,3589,4289,5749,7507,8356,9354,10997,12190,11082
세종,숙박 및 음식점업(55~56),남자,-,-,-,-,-,-,1138,1388,1921,2663,2950,3395,4092,4628,4394
세종,숙박 및 음식점업(55~56),여자,-,-,-,-,-,-,2451,2901,3828,4844,5406,5959,6905,7562,6688
세종,정보통신업(58~63),계,-,-,-,-,-,-,225,345,876,1081,1205,1391,1312,1424,1722
세종,정보통신업(58~63),남자,-,-,-,-,-,-,171,255,660,787,871,1019,997,1024,1259
세종,정보통신업(58~63),여자,-,-,-,-,-,-,54,90,216,294,334,372,315,400,463
세종,금융 및 보험업(64~66),계,-,-,-,-,-,-,746,862,868,1163,1279,1380,1803,1979,2090
세종,금융 및 보험업(64~66),남자,-,-,-,-,-,-,392,481,471,560,613,627,789,900,915
세종,금융 및 보험업(64~66),여자,-,-,-,-,-,-,354,381,397,603,666,753,1014,1079,1175
세종,부동산업(68),계,-,-,-,-,-,-,1200,1324,2008,2725,3143,3918,4142,4526,4164
세종,부동산업(68),남자,-,-,-,-,-,-,783,903,1249,1737,1957,2354,2477,2731,2501
세종,부동산업(68),여자,-,-,-,-,-,-,417,421,759,988,1186,1564,1665,1795,1663
세종,"전문, 과학 및 기술 서비스업(70~73)",계,-,-,-,-,-,-,700,914,3891,4761,6401,5802,6130,6755,7511
세종,"전문, 과학 및 기술 서비스업(70~73)",남자,-,-,-,-,-,-,492,587,2378,2776,3768,3363,3514,3878,4220
세종,"전문, 과학 및 기술 서비스업(70~73)",여자,-,-,-,-,-,-,208,327,1513,1985,2633,2439,2616,2877,3291
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,-,-,-,-,-,-,676,1073,1561,2665,2503,3904,4601,4210,4014
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,-,-,-,-,-,-,391,571,870,1554,1505,2377,2497,2076,2025
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,-,-,-,-,-,-,285,502,691,1111,998,1527,2104,2134,1989
세종,"공공행정, 국방 및 사회보장 행정(84)",계,-,-,-,-,-,-,6905,11488,13925,16126,17063,17204,18938,21871,19384
세종,"공공행정, 국방 및 사회보장 행정(84)",남자,-,-,-,-,-,-,5015,8081,9621,10828,11648,11233,12315,13679,12196
세종,"공공행정, 국방 및 사회보장 행정(84)",여자,-,-,-,-,-,-,1890,3407,4304,5298,5415,5971,6623,8192,7188
세종,교육 서비스업(85),계,-,-,-,-,-,-,3978,4368,5850,7743,8822,10693,12802,14279,14561
세종,교육 서비스업(85),남자,-,-,-,-,-,-,2004,2050,2384,3087,3149,3758,4217,4605,4702
세종,교육 서비스업(85),여자,-,-,-,-,-,-,1974,2318,3466,4656,5673,6935,8585,9674,9859
세종,보건업 및 사회복지 서비스업(86~87),계,-,-,-,-,-,-,2278,2603,3147,4143,5332,7409,9033,10183,11370
세종,보건업 및 사회복지 서비스업(86~87),남자,-,-,-,-,-,-,501,489,598,702,833,1431,1383,1754,1915
세종,보건업 및 사회복지 서비스업(86~87),여자,-,-,-,-,-,-,1777,2114,2549,3441,4499,5978,7650,8429,9455
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,-,-,-,-,-,-,773,788,918,1161,1240,1627,1998,2171,2186
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,-,-,-,-,-,-,441,417,474,640,628,792,988,1080,1117
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,-,-,-,-,-,-,332,371,444,521,612,835,1010,1091,1069
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,-,-,-,-,-,-,1593,1734,1901,2264,2378,2812,3559,3966,3871
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,-,-,-,-,-,-,953,996,1069,1140,1297,1473,1667,1869,1857
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,-,-,-,-,-,-,640,738,832,1124,1081,1339,1892,2097,2014
경기,전체 산업,계,3164760,3334921,3438529,3558618,3749124,3920313,4041398,4259184,4471751,4650266,4802589,4953790,5174364,5302740,5028507
경기,전체 산업,남자,1908693,2003541,2071754,2124640,2238208,2329328,2374136,2499541,2636335,2738902,2807053,2875889,2998015,3070494,2918863
경기,전체 산업,여자,1256067,1331380,1366775,1433978,1510916,1590985,1667262,1759643,1835416,1911364,1995536,2077901,2176349,2232246,2109644
경기,"농업, 임업 및 어업(01~03)",계,3376,3540,3124,3517,3461,3556,3553,4129,3721,4042,4065,4528,4820,5051,5535
경기,"농업, 임업 및 어업(01~03)",남자,2490,2653,2368,2722,2522,2674,2588,2940,2619,2759,2810,3046,3336,3463,3836
경기,"농업, 임업 및 어업(01~03)",여자,886,887,756,795,939,882,965,1189,1102,1283,1255,1482,1484,1588,1699
경기,광업(05~08),계,1379,1407,1589,1504,1368,1217,1192,1186,1246,1266,1387,1319,1454,1589,1404
경기,광업(05~08),남자,1249,1277,1440,1367,1238,1113,1097,1081,1147,1160,1270,1211,1349,1466,1297
경기,광업(05~08),여자,130,130,149,137,130,104,95,105,99,106,117,108,105,123,107
경기,제조업(10~34),계,959122,959246,956529,966580,1030877,1113407,1131679,1155000,1214757,1260761,1276105,1300516,1317605,1321095,1282263
경기,제조업(10~34),남자,701605,704042,712046,715407,763486,823020,832458,853478,902075,934720,946500,964233,980923,984829,950950
경기,제조업(10~34),여자,257517,255204,244483,251173,267391,290387,299221,301522,312682,326041,329605,336283,336682,336266,331313
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",계,6880,7124,6970,7122,7263,6948,7410,7795,7338,7585,7544,8149,8568,9005,9115
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,5975,6239,5996,6178,6248,6079,6327,6635,6261,6396,6382,6797,7103,7396,7443
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,905,885,974,944,1015,869,1083,1160,1077,1189,1162,1352,1465,1609,1672
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,17291,18655,18740,19383,19901,20534,21088,22364,24102,24686,25344,25750,27224,28916,28435
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,14861,15875,15968,16639,17100,17470,18098,19123,20343,20770,21331,21653,22922,24340,23668
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,2430,2780,2772,2744,2801,3064,2990,3241,3759,3916,4013,4097,4302,4576,4767
경기,건설업(41~42),계,135145,147321,158214,158197,180125,178629,166404,174079,200314,223875,250458,264621,284619,292943,264745
경기,건설업(41~42),남자,117784,128778,138508,138303,158991,156065,144803,151002,174313,194627,214760,228843,245764,251355,224162
경기,건설업(41~42),여자,17361,18543,19706,19894,21134,22564,21601,23077,26001,29248,35698,35778,38855,41588,40583
경기,도매 및 소매업(45~47),계,441563,468649,476205,494016,508473,537214,566129,598720,637416,663891,686330,701193,735964,742267,676973
경기,도매 및 소매업(45~47),남자,244036,261921,266405,276879,285451,299759,315766,333205,357962,372201,382695,385791,402578,410541,388728
경기,도매 및 소매업(45~47),여자,197527,206728,209800,217137,223022,237455,250363,265515,279454,291690,303635,315402,333386,331726,288245
경기,운수 및 창고업(49~52),계,160757,167635,178417,186850,191326,197922,203674,212140,221695,227059,235783,237171,250124,263440,243999
경기,운수 및 창고업(49~52),남자,146107,152006,161886,169360,174243,177363,182557,189127,196509,202410,205951,207141,217472,227741,208553
경기,운수 및 창고업(49~52),여자,14650,15629,16531,17490,17083,20559,21117,23013,25186,24649,29832,30030,32652,35699,35446
경기,숙박 및 음식점업(55~56),계,324397,340548,341231,349746,356053,376194,389016,409565,428925,439880,453998,471850,503155,518752,445081
경기,숙박 및 음식점업(55~56),남자,107462,113572,114903,119163,123617,132705,138889,148015,155249,161038,166067,172758,185530,193764,171459
경기,숙박 및 음식점업(55~56),여자,216935,226976,226328,230583,232436,243489,250127,261550,273676,278842,287931,299092,317625,324988,273622
경기,정보통신업(58~63),계,47991,53002,52850,55282,60373,63797,72277,83329,88679,95219,101107,107991,114719,117021,121948
경기,정보통신업(58~63),남자,34251,37661,37753,40115,44175,45839,52184,59767,63952,68586,71976,76283,80874,82256,86160
경기,정보통신업(58~63),여자,13740,15341,15097,15167,16198,17958,20093,23562,24727,26633,29131,31708,33845,34765,35788
경기,금융 및 보험업(64~66),계,83097,88055,94851,95418,98717,103433,105115,105656,103393,105179,104966,104380,103879,103692,96686
경기,금융 및 보험업(64~66),남자,33728,35634,38811,38910,39270,40416,40802,41579,39425,37761,37934,36923,37268,38244,35461
경기,금융 및 보험업(64~66),여자,49369,52421,56040,56508,59447,63017,64313,64077,63968,67418,67032,67457,66611,65448,61225
경기,부동산업(68),계,97538,100725,104554,103273,102455,100040,101124,101494,102768,104362,111873,113123,122637,130321,124496
경기,부동산업(68),남자,67545,69026,71616,69468,68270,65749,66669,65458,66202,66859,69933,70007,75348,81427,77336
경기,부동산업(68),여자,29993,31699,32938,33805,34185,34291,34455,36036,36566,37503,41940,43116,47289,48894,47160
경기,"전문, 과학 및 기술 서비스업(70~73)",계,105876,126289,143547,152467,165523,155370,160649,195975,215627,230445,235148,239956,260658,273434,276570
경기,"전문, 과학 및 기술 서비스업(70~73)",남자,79779,94686,106770,111968,124455,115066,118120,146494,162293,172328,170008,176093,192267,202377,202869
경기,"전문, 과학 및 기술 서비스업(70~73)",여자,26097,31603,36777,40499,41068,40304,42529,49481,53334,58117,65140,63863,68391,71057,73701
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,80717,98516,105790,117363,128719,145062,154643,183351,189495,203725,200546,207712,213523,217284,212042
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,46029,58052,61952,68074,71742,82613,84150,99474,104551,110747,109553,112812,117840,119151,116601
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,34688,40464,43838,49289,56977,62449,70493,83877,84944,92978,90993,94900,95683,98133,95441
경기,"공공행정, 국방 및 사회보장 행정(84)",계,83919,87601,93553,108922,111814,102387,99273,101137,102763,109236,110868,113016,119126,125943,136342
경기,"공공행정, 국방 및 사회보장 행정(84)",남자,60919,61471,66237,73843,75205,70156,68680,69526,68294,72626,71558,72682,75525,79412,82958
경기,"공공행정, 국방 및 사회보장 행정(84)",여자,23000,26130,27316,35079,36609,32231,30593,31611,34469,36610,39310,40334,43601,46531,53384
경기,교육 서비스업(85),계,264576,281463,296925,307230,323510,326302,336263,345317,347518,354110,355536,371525,383886,393038,361483
경기,교육 서비스업(85),남자,92216,98232,101691,104341,107481,109556,112143,115794,114167,113766,116018,119684,124000,125428,113598
경기,교육 서비스업(85),여자,172360,183231,195234,202889,216029,216746,224120,229523,233351,240344,239518,251841,259886,267610,247885
경기,보건업 및 사회복지 서비스업(86~87),계,139475,159104,175482,194069,219626,235972,261378,287551,311248,315073,355680,383865,412597,441605,465753
경기,보건업 및 사회복지 서비스업(86~87),남자,34597,38032,40845,42677,45137,48894,51443,56251,59840,58663,64966,68525,71723,77478,81089
경기,보건업 및 사회복지 서비스업(86~87),여자,104878,121072,134637,151392,174489,187078,209935,231300,251408,256410,290714,315340,340874,364127,384664
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,66736,71932,75229,77574,76580,82238,85536,89265,90462,91396,100326,106875,112954,116150,95315
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,36683,39344,40917,41528,41312,43335,44833,46021,46425,45556,50442,53481,56189,57916,48135
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,30053,32588,34312,36046,35268,38903,40703,43244,44037,45840,49884,53394,56765,58234,47180
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,144925,154109,154729,160105,162960,170091,174995,181131,180284,188476,185525,190250,196852,201194,180322
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,81377,85040,85642,87698,88265,91456,92529,94571,94708,95929,96899,97926,100004,101910,94560
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,63548,69069,69087,72407,74695,78635,82466,86560,85576,92547,88626,92324,96848,99284,85762
강원,전체 산업,계,440522,448200,466538,479165,490109,502315,520560,551182,565568,580331,596710,616250,639277,670247,627833
강원,전체 산업,남자,251249,254469,266880,271848,276183,281326,290080,305471,313437,320137,328078,336000,348266,362919,339546
강원,전체 산업,여자,189273,193731,199658,207317,213926,220989,230480,245711,252131,260194,268632,280250,291011,307328,288287
강원,"농업, 임업 및 어업(01~03)",계,1977,2009,1777,1853,1887,2157,2286,2815,2812,3041,2826,3045,2921,3165,3807
강원,"농업, 임업 및 어업(01~03)",남자,1372,1476,1327,1416,1418,1590,1659,2002,2003,2263,2050,2177,2012,2169,2707
강원,"농업, 임업 및 어업(01~03)",여자,605,533,450,437,469,567,627,813,809,778,776,868,909,996,1100
강원,광업(05~08),계,5634,5955,5706,5349,4855,4890,4816,4759,4558,4637,4650,4370,4500,4562,4163
강원,광업(05~08),남자,5318,5609,5367,5031,4601,4605,4486,4449,4261,4322,4359,4041,4074,4110,3903
강원,광업(05~08),여자,316,346,339,318,254,285,330,310,297,315,291,329,426,452,260
강원,제조업(10~34),계,41535,42304,43521,43437,45074,47578,48126,50254,53741,56047,57365,58955,59477,61976,60644
강원,제조업(10~34),남자,26957,27980,29262,28903,30102,31203,31387,33129,35363,36640,37719,39039,39249,41177,39862
강원,제조업(10~34),여자,14578,14324,14259,14534,14972,16375,16739,17125,18378,19407,19646,19916,20228,20799,20782
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",계,2191,2291,3303,2493,2386,2513,2399,2750,2967,2974,3235,3291,3427,3724,3801
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,1971,2082,2920,2234,2076,2266,2113,2409,2617,2610,2821,2870,2983,3238,3232
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,220,209,383,259,310,247,286,341,350,364,414,421,444,486,569
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,2923,3183,3336,3641,3505,3593,3690,4333,4566,4487,4394,4430,4654,4928,5334
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,2526,2755,2850,3142,3026,3101,3154,3706,3774,3812,3695,3705,3912,4121,4458
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,397,428,486,499,479,492,536,627,792,675,699,725,742,807,876
강원,건설업(41~42),계,30836,29797,35304,35355,38006,37074,38301,42800,44780,47233,50210,53671,57535,59981,51636
강원,건설업(41~42),남자,27529,26370,31991,31917,34283,33000,34246,38216,40060,41971,44189,47694,50756,52645,44720
강원,건설업(41~42),여자,3307,3427,3313,3438,3723,4074,4055,4584,4720,5262,6021,5977,6779,7336,6916
강원,도매 및 소매업(45~47),계,69960,71219,71108,72291,72475,73071,76264,79826,81715,83659,82052,83052,84822,88824,78635
강원,도매 및 소매업(45~47),남자,34810,35765,35763,36593,36340,36708,38526,40701,42219,43167,42510,42933,43766,45741,42197
강원,도매 및 소매업(45~47),여자,35150,35454,35345,35698,36135,36363,37738,39125,39496,40492,39542,40119,41056,43083,36438
강원,운수 및 창고업(49~52),계,23130,23254,24986,26265,24965,25066,24985,25515,25925,26153,26653,26928,26974,28574,27057
강원,운수 및 창고업(49~52),남자,21084,21055,22773,24003,22941,22584,22487,22944,23275,23651,23678,23866,23928,25267,23905
강원,운수 및 창고업(49~52),여자,2046,2199,2213,2262,2024,2482,2498,2571,2650,2502,2975,3062,3046,3307,3152
강원,숙박 및 음식점업(55~56),계,77332,78982,79328,81765,81008,82803,87813,90678,92554,91175,95219,99143,104485,108569,92791
강원,숙박 및 음식점업(55~56),남자,25897,26666,27162,28560,29139,30093,32956,33739,34700,33657,35622,37604,39882,41675,35969
강원,숙박 및 음식점업(55~56),여자,51435,52316,52166,53205,51869,52710,54857,56939,57854,57518,59597,61539,64603,66894,56822
강원,정보통신업(58~63),계,7105,7589,7234,6958,7899,7867,8081,8284,7538,7991,8014,8051,8324,8439,7532
강원,정보통신업(58~63),남자,5318,5512,5267,5042,5664,5567,5623,5702,5235,5423,5521,5442,5564,5677,5035
강원,정보통신업(58~63),여자,1787,2077,1967,1916,2235,2300,2458,2582,2303,2568,2493,2609,2760,2762,2497
