"행정구역별","산업별","종사상지위별",2020,2021,2022,2023
"울산","농업, 임업 및 어업(01~03)","기타종사자",11,1,13,26
"울산","광업(05~08)","계",277,275,262,142
"울산","광업(05~08)","자영업자,무급가족",2,2,2,2
"울산","광업(05~08)","상용종사자",275,269,260,127
"울산","광업(05~08)","임시 및 일용근로자",0,4,0,13
"울산","광업(05~08)","기타종사자",0,0,0,0
"울산","제조업(10~34)","계",175733,177408,176701,171192
"울산","제조업(10~34)","자영업자,무급가족",8363,7702,7706,6631
"울산","제조업(10~34)","상용종사자",157170,158419,155608,152626
"울산","제조업(10~34)","임시 및 일용근로자",9776,10909,13104,11815
"울산","제조업(10~34)","기타종사자",424,378,283,120
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","계",2603,2789,2910,2877
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",193,205,204,258
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",2314,2504,2656,2614
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",74,76,49,4
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",22,4,1,1
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",2503,2752,2933,2829
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",153,142,144,153
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",2272,2381,2617,2569
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",70,191,152,88
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",8,38,20,19
"울산","건설업(41~42)","계",46699,38416,41150,45258
"울산","건설업(41~42)","자영업자,무급가족",8082,8091,8226,8174
"울산","건설업(41~42)","상용종사자",18101,16844,18381,21665
"울산","건설업(41~42)","임시 및 일용근로자",20147,13006,14162,14937
"울산","건설업(41~42)","기타종사자",369,475,381,482
"울산","도매 및 소매업(45~47)","계",56392,56293,55657,54654
"울산","도매 및 소매업(45~47)","자영업자,무급가족",26881,25443,25816,25898
"울산","도매 및 소매업(45~47)","상용종사자",22397,23931,23281,22487
"울산","도매 및 소매업(45~47)","임시 및 일용근로자",5454,4681,4835,4569
"울산","도매 및 소매업(45~47)","기타종사자",1660,2238,1725,1700
"울산","운수 및 창고업(49~52)","계",28813,30470,29714,30847
"울산","운수 및 창고업(49~52)","자영업자,무급가족",11758,11770,10992,11903
"울산","운수 및 창고업(49~52)","상용종사자",13427,13754,13778,14426
"울산","운수 및 창고업(49~52)","임시 및 일용근로자",1836,1437,1063,1055
"울산","운수 및 창고업(49~52)","기타종사자",1792,3509,3881,3463
"울산","숙박 및 음식점업(55~56)","계",45764,44953,46257,47447
"울산","숙박 및 음식점업(55~56)","자영업자,무급가족",25792,24128,23584,23171
"울산","숙박 및 음식점업(55~56)","상용종사자",11039,12744,13473,14459
"울산","숙박 및 음식점업(55~56)","임시 및 일용근로자",8694,7950,9128,9580
"울산","숙박 및 음식점업(55~56)","기타종사자",239,131,72,237
"울산","정보통신업(58~63)","계",4328,4822,4922,4762
"울산","정보통신업(58~63)","자영업자,무급가족",430,441,485,555
"울산","정보통신업(58~63)","상용종사자",3601,3913,4030,3895
"울산","정보통신업(58~63)","임시 및 일용근로자",266,414,320,221
"울산","정보통신업(58~63)","기타종사자",31,54,87,91
"울산","금융 및 보험업(64~66)","계",12745,12629,12412,12232
"울산","금융 및 보험업(64~66)","자영업자,무급가족",398,356,309,289
"울산","금융 및 보험업(64~66)","상용종사자",6591,6539,6537,6514
"울산","금융 및 보험업(64~66)","임시 및 일용근로자",267,202,109,155
"울산","금융 및 보험업(64~66)","기타종사자",5489,5532,5457,5274
"울산","부동산업(68)","계",9983,11608,11231,11078
"울산","부동산업(68)","자영업자,무급가족",2703,2656,2605,2559
"울산","부동산업(68)","상용종사자",6261,6916,6942,7645
"울산","부동산업(68)","임시 및 일용근로자",688,1349,1391,405
"울산","부동산업(68)","기타종사자",331,687,293,469
"울산","전문, 과학 및 기술 서비스업(70~73)","계",19062,19828,20585,20764
"울산","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",2458,2293,2323,2332
"울산","전문, 과학 및 기술 서비스업(70~73)","상용종사자",14985,16673,17573,17785
"울산","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",1532,761,596,535
"울산","전문, 과학 및 기술 서비스업(70~73)","기타종사자",87,101,93,112
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",19980,21195,20455,21380
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",2345,2062,1904,1805
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",14493,15982,15776,16648
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",2718,2568,2333,2392
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",424,583,442,535
"울산","공공행정, 국방 및 사회보장 행정(84)","계",15414,16546,17121,16375
"울산","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"울산","공공행정, 국방 및 사회보장 행정(84)","상용종사자",14129,14447,14927,15052
"울산","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",1283,2097,2165,1305
"울산","공공행정, 국방 및 사회보장 행정(84)","기타종사자",2,2,29,18
"울산","교육 서비스업(85)","계",35750,35027,34543,36112
"울산","교육 서비스업(85)","자영업자,무급가족",5128,5260,5375,5556
"울산","교육 서비스업(85)","상용종사자",25348,25440,24206,25117
"울산","교육 서비스업(85)","임시 및 일용근로자",3118,2374,2589,2817
"울산","교육 서비스업(85)","기타종사자",2156,1953,2373,2622
"울산","보건업 및 사회복지 서비스업(86~87)","계",41598,42954,44589,46809
"울산","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",1565,1578,1604,1610
"울산","보건업 및 사회복지 서비스업(86~87)","상용종사자",34767,35074,38084,38996
"울산","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",4906,4618,3841,4461
"울산","보건업 및 사회복지 서비스업(86~87)","기타종사자",360,1684,1060,1742
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","계",7089,7433,7687,7791
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",3308,3079,3044,3015
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",2432,2610,2790,2954
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",1117,1384,1352,1363
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",232,360,501,459
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",18305,18182,18155,18607
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",9201,8866,8945,8932
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",7465,7687,7719,7229
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",1142,923,741,685
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",497,706,750,1761
"세종","전체 산업","계",139731,152974,158168,163650
"세종","전체 산업","자영업자,무급가족",23882,25293,27481,27939
"세종","전체 산업","상용종사자",94775,105470,109355,115000
"세종","전체 산업","임시 및 일용근로자",17526,16806,15836,14421
"세종","전체 산업","기타종사자",3548,5405,5496,6290
"세종","농업, 임업 및 어업(01~03)","계",263,294,320,305
"세종","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"세종","농업, 임업 및 어업(01~03)","상용종사자",235,251,273,272
"세종","농업, 임업 및 어업(01~03)","임시 및 일용근로자",21,21,39,26
"세종","농업, 임업 및 어업(01~03)","기타종사자",7,22,8,7
"세종","광업(05~08)","계",115,83,123,184
"세종","광업(05~08)","자영업자,무급가족",0,0,0,0
"세종","광업(05~08)","상용종사자",95,78,75,146
"세종","광업(05~08)","임시 및 일용근로자",6,5,6,13
"세종","광업(05~08)","기타종사자",14,0,42,25
"세종","제조업(10~34)","계",20429,21081,22513,23411
"세종","제조업(10~34)","자영업자,무급가족",1285,1308,1342,1239
"세종","제조업(10~34)","상용종사자",18171,18871,20177,20992
"세종","제조업(10~34)","임시 및 일용근로자",798,735,869,994
"세종","제조업(10~34)","기타종사자",175,167,125,186
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","계",920,887,796,968
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",244,285,310,332
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",610,585,477,627
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",64,5,0,1
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",2,12,9,8
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",712,783,753,843
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",43,44,42,50
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",639,609,675,748
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",20,125,24,28
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",10,5,12,17
"세종","건설업(41~42)","계",9660,9829,8630,8569
"세종","건설업(41~42)","자영업자,무급가족",1508,1601,1647,1669
"세종","건설업(41~42)","상용종사자",3851,4083,4303,4271
"세종","건설업(41~42)","임시 및 일용근로자",4195,4000,2604,2531
"세종","건설업(41~42)","기타종사자",106,145,76,98
"세종","도매 및 소매업(45~47)","계",12528,13772,14599,14619
"세종","도매 및 소매업(45~47)","자영업자,무급가족",5673,6125,6811,6914
"세종","도매 및 소매업(45~47)","상용종사자",5019,5697,5812,5881
"세종","도매 및 소매업(45~47)","임시 및 일용근로자",1592,1502,1508,1456
"세종","도매 및 소매업(45~47)","기타종사자",244,448,468,368
"세종","운수 및 창고업(49~52)","계",4845,5462,5879,5953
"세종","운수 및 창고업(49~52)","자영업자,무급가족",1843,2101,2334,2407
"세종","운수 및 창고업(49~52)","상용종사자",2321,2418,2620,2634
"세종","운수 및 창고업(49~52)","임시 및 일용근로자",272,151,223,75
"세종","운수 및 창고업(49~52)","기타종사자",409,792,702,837
"세종","숙박 및 음식점업(55~56)","계",11346,12353,13182,13948
"세종","숙박 및 음식점업(55~56)","자영업자,무급가족",5236,5298,5640,5593
"세종","숙박 및 음식점업(55~56)","상용종사자",3102,4006,3965,4327
"세종","숙박 및 음식점업(55~56)","임시 및 일용근로자",2991,3007,3513,3970
"세종","숙박 및 음식점업(55~56)","기타종사자",17,42,64,58
"세종","정보통신업(58~63)","계",2503,2975,3451,3792
"세종","정보통신업(58~63)","자영업자,무급가족",368,401,509,584
"세종","정보통신업(58~63)","상용종사자",1897,2262,2556,2854
"세종","정보통신업(58~63)","임시 및 일용근로자",129,188,233,221
"세종","정보통신업(58~63)","기타종사자",109,124,153,133
"세종","금융 및 보험업(64~66)","계",2165,2317,2347,2555
"세종","금융 및 보험업(64~66)","자영업자,무급가족",48,57,55,56
"세종","금융 및 보험업(64~66)","상용종사자",1529,1724,1682,1934
"세종","금융 및 보험업(64~66)","임시 및 일용근로자",58,41,27,24
"세종","금융 및 보험업(64~66)","기타종사자",530,495,583,541
"세종","부동산업(68)","계",5327,6005,6085,5908
"세종","부동산업(68)","자영업자,무급가족",1446,1465,1510,1427
"세종","부동산업(68)","상용종사자",3408,3967,4102,4052
"세종","부동산업(68)","임시 및 일용근로자",366,257,197,191
"세종","부동산업(68)","기타종사자",107,316,276,238
"세종","전문, 과학 및 기술 서비스업(70~73)","계",8298,8915,9598,10379
"세종","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",719,783,862,923
"세종","전문, 과학 및 기술 서비스업(70~73)","상용종사자",6439,7400,8182,8559
"세종","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",1108,656,422,799
"세종","전문, 과학 및 기술 서비스업(70~73)","기타종사자",32,76,132,98
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",4953,5546,5479,5948
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",546,523,578,566
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",3937,4319,4195,4829
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",308,303,354,280
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",162,401,352,273
"세종","공공행정, 국방 및 사회보장 행정(84)","계",21609,24237,23510,24686
"세종","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"세종","공공행정, 국방 및 사회보장 행정(84)","상용종사자",21310,23635,23020,24398
"세종","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",299,602,490,285
"세종","공공행정, 국방 및 사회보장 행정(84)","기타종사자",0,0,0,3
"세종","교육 서비스업(85)","계",15688,17491,18465,19185
"세종","교육 서비스업(85)","자영업자,무급가족",2106,2344,2638,2873
"세종","교육 서비스업(85)","상용종사자",10599,11469,12237,12912
"세종","교육 서비스업(85)","임시 및 일용근로자",2130,2372,2404,1795
"세종","교육 서비스업(85)","기타종사자",853,1306,1186,1605
"세종","보건업 및 사회복지 서비스업(86~87)","계",11601,13119,14020,13658
"세종","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",449,477,548,578
"세종","보건업 및 사회복지 서비스업(86~87)","상용종사자",8666,10363,11034,11576
"세종","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",2328,2053,2055,930
"세종","보건업 및 사회복지 서비스업(86~87)","기타종사자",158,226,383,574
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","계",2456,2830,3240,3383
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",694,772,831,818
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",1113,1341,1485,1644
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",444,458,498,477
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",205,259,426,444
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",4313,4995,5178,5356
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",1674,1709,1824,1910
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",1834,2392,2485,2344
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",397,325,370,325
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",408,569,499,777
"경기","전체 산업","계",5886850,5994570,6103213,6187581
"경기","전체 산업","자영업자,무급가족",1263664,1255414,1286002,1305944
"경기","전체 산업","상용종사자",3754210,3917215,3969882,4027943
"경기","전체 산업","임시 및 일용근로자",707541,639709,656336,645385
"경기","전체 산업","기타종사자",161435,182232,190993,208309
"경기","농업, 임업 및 어업(01~03)","계",7782,8262,8242,8133
"경기","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"경기","농업, 임업 및 어업(01~03)","상용종사자",6612,7149,7250,7073
"경기","농업, 임업 및 어업(01~03)","임시 및 일용근로자",1027,971,908,979
"경기","농업, 임업 및 어업(01~03)","기타종사자",143,142,84,81
"경기","광업(05~08)","계",1502,1497,1610,1554
"경기","광업(05~08)","자영업자,무급가족",32,27,20,22
"경기","광업(05~08)","상용종사자",1406,1372,1458,1419
"경기","광업(05~08)","임시 및 일용근로자",58,90,100,113
"경기","광업(05~08)","기타종사자",6,8,32,0
"경기","제조업(10~34)","계",1382830,1373285,1387627,1357108
"경기","제조업(10~34)","자영업자,무급가족",142254,133139,133882,115907
"경기","제조업(10~34)","상용종사자",1164418,1173498,1185094,1180759
"경기","제조업(10~34)","임시 및 일용근로자",66962,59224,60754,53043
"경기","제조업(10~34)","기타종사자",9196,7424,7897,7399
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","계",14427,15557,15439,16554
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",4712,5379,4947,6823
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",9470,9961,10345,9547
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",219,163,127,124
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",26,54,20,60
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",33057,34744,34890,34144
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",1715,1704,1751,1690
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",29338,30533,31645,31069
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",1808,2346,1299,1237
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",196,161,195,148
"경기","건설업(41~42)","계",435271,421535,404447,404510
"경기","건설업(41~42)","자영업자,무급가족",91967,94613,96393,95290
"경기","건설업(41~42)","상용종사자",163045,171547,168632,171937
"경기","건설업(41~42)","임시 및 일용근로자",174970,149687,133849,130604
"경기","건설업(41~42)","기타종사자",5289,5688,5573,6679
"경기","도매 및 소매업(45~47)","계",891493,909374,892035,915589
"경기","도매 및 소매업(45~47)","자영업자,무급가족",329668,332138,334025,355354
"경기","도매 및 소매업(45~47)","상용종사자",441668,472454,453889,458315
"경기","도매 및 소매업(45~47)","임시 및 일용근로자",100718,81627,82408,80700
"경기","도매 및 소매업(45~47)","기타종사자",19439,23155,21713,21220
"경기","운수 및 창고업(49~52)","계",312842,325661,340362,358514
"경기","운수 및 창고업(49~52)","자영업자,무급가족",140882,147152,159617,169117
"경기","운수 및 창고업(49~52)","상용종사자",136524,136979,139089,147051
"경기","운수 및 창고업(49~52)","임시 및 일용근로자",17241,14581,16650,18256
"경기","운수 및 창고업(49~52)","기타종사자",18195,26949,25006,24090
"경기","숙박 및 음식점업(55~56)","계",459082,468186,498796,520610
"경기","숙박 및 음식점업(55~56)","자영업자,무급가족",219583,210298,213161,210215
"경기","숙박 및 음식점업(55~56)","상용종사자",131121,146061,155054,169882
"경기","숙박 및 음식점업(55~56)","임시 및 일용근로자",107083,110554,129592,138602
"경기","숙박 및 음식점업(55~56)","기타종사자",1295,1273,989,1911
"경기","정보통신업(58~63)","계",158961,176080,184325,195454
"경기","정보통신업(58~63)","자영업자,무급가족",19334,21032,22847,24970
"경기","정보통신업(58~63)","상용종사자",130181,144297,150027,160191
"경기","정보통신업(58~63)","임시 및 일용근로자",7366,8347,9022,8032
"경기","정보통신업(58~63)","기타종사자",2080,2404,2429,2261
"경기","금융 및 보험업(64~66)","계",102522,106379,104084,106921
"경기","금융 및 보험업(64~66)","자영업자,무급가족",3677,3356,3058,3145
"경기","금융 및 보험업(64~66)","상용종사자",60401,63651,60767,61611
"경기","금융 및 보험업(64~66)","임시 및 일용근로자",2573,2249,2122,1814
"경기","금융 및 보험업(64~66)","기타종사자",35871,37123,38137,40351
"경기","부동산업(68)","계",172368,180814,182512,178916
"경기","부동산업(68)","자영업자,무급가족",47839,48524,50790,49757
"경기","부동산업(68)","상용종사자",107351,117358,118861,118466
"경기","부동산업(68)","임시 및 일용근로자",14077,10143,9162,7296
"경기","부동산업(68)","기타종사자",3101,4789,3699,3397
"경기","전문, 과학 및 기술 서비스업(70~73)","계",324468,343646,361935,371568
"경기","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",35830,36189,37367,38702
"경기","전문, 과학 및 기술 서비스업(70~73)","상용종사자",269936,295406,310542,320856
"경기","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",16996,10395,12140,10212
"경기","전문, 과학 및 기술 서비스업(70~73)","기타종사자",1706,1656,1886,1798
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",274985,269408,272790,269662
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",30271,27231,25803,25725
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",182769,186584,187850,186376
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",51678,48099,50791,47616
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",10267,7494,8346,9945
"경기","공공행정, 국방 및 사회보장 행정(84)","계",137286,146970,148046,147808
"경기","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"경기","공공행정, 국방 및 사회보장 행정(84)","상용종사자",125564,130883,134091,134881
"경기","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",11418,15818,13681,12637
"경기","공공행정, 국방 및 사회보장 행정(84)","기타종사자",304,269,274,290
"경기","교육 서비스업(85)","계",382033,390147,408637,409918
"경기","교육 서비스업(85)","자영업자,무급가족",53368,55980,59145,63700
"경기","교육 서비스업(85)","상용종사자",262783,265258,271123,264825
"경기","교육 서비스업(85)","임시 및 일용근로자",40909,41503,44332,42821
"경기","교육 서비스업(85)","기타종사자",24973,27406,34037,38572
"경기","보건업 및 사회복지 서비스업(86~87)","계",486652,510794,535934,561631
"경기","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",18124,18627,20130,20498
"경기","보건업 및 사회복지 서비스업(86~87)","상용종사자",400099,424112,441578,460879
"경기","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",56633,54097,56815,58932
"경기","보건업 및 사회복지 서비스업(86~87)","기타종사자",11796,13958,17411,21322
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","계",104314,108123,115392,117950
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",35861,34149,34815,35062
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",41337,45428,47343,47682
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",18180,16226,19487,19609
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",8936,12320,13747,15597
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",204975,204108,206110,211037
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",88547,85876,88251,89967
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",90187,94684,95244,95124
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",17625,13589,13097,12758
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",8616,9959,9518,13188
"강원","전체 산업","계",704983,714310,727557,738221
"강원","전체 산업","자영업자,무급가족",185063,187930,189027,191753
"강원","전체 산업","상용종사자",389943,404566,410822,413592
"강원","전체 산업","임시 및 일용근로자",105155,94076,95322,100913
"강원","전체 산업","기타종사자",24822,27738,32386,31963
"강원","농업, 임업 및 어업(01~03)","계",5152,5309,5201,5309
"강원","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"강원","농업, 임업 및 어업(01~03)","상용종사자",3215,3362,3347,3440
"강원","농업, 임업 및 어업(01~03)","임시 및 일용근로자",1702,1768,1602,1479
"강원","농업, 임업 및 어업(01~03)","기타종사자",235,179,252,390
"강원","광업(05~08)","계",4309,4173,4417,3578
"강원","광업(05~08)","자영업자,무급가족",32,31,29,23
"강원","광업(05~08)","상용종사자",4122,3972,4049,3418
"강원","광업(05~08)","임시 및 일용근로자",121,147,333,126
"강원","광업(05~08)","기타종사자",34,23,6,11
"강원","제조업(10~34)","계",63725,64204,64520,63456
"강원","제조업(10~34)","자영업자,무급가족",9754,9311,9108,8525
"강원","제조업(10~34)","상용종사자",46575,48787,48989,49558
"강원","제조업(10~34)","임시 및 일용근로자",6479,5318,5810,4684
"강원","제조업(10~34)","기타종사자",917,788,613,689
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","계",8236,9007,9582,10264
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",4218,5045,5374,6212
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",3899,3798,4126,3958
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",86,120,61,56
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",33,44,21,38
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",5692,5629,5971,5565
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",240,238,259,243
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",5030,5051,5283,4965
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",411,310,357,257
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",11,30,72,100
"강원","건설업(41~42)","계",80806,76558,78678,79694
"강원","건설업(41~42)","자영업자,무급가족",18158,19634,20414,20292
"강원","건설업(41~42)","상용종사자",32322,34429,35666,36147
"강원","건설업(41~42)","임시 및 일용근로자",29454,20971,21534,22217
"강원","건설업(41~42)","기타종사자",872,1524,1064,1038
"강원","도매 및 소매업(45~47)","계",91417,92079,91945,90754
"강원","도매 및 소매업(45~47)","자영업자,무급가족",45857,45864,45457,45862
"강원","도매 및 소매업(45~47)","상용종사자",32587,35181,34885,33981
"강원","도매 및 소매업(45~47)","임시 및 일용근로자",9982,7812,8592,8074
"강원","도매 및 소매업(45~47)","기타종사자",2991,3222,3011,2837
"강원","운수 및 창고업(49~52)","계",30348,30678,31620,32009
"강원","운수 및 창고업(49~52)","자영업자,무급가족",13151,14076,14611,15462
"강원","운수 및 창고업(49~52)","상용종사자",13629,12315,12458,11887
"강원","운수 및 창고업(49~52)","임시 및 일용근로자",1330,841,929,1350
"강원","운수 및 창고업(49~52)","기타종사자",2238,3446,3622,3310
"강원","숙박 및 음식점업(55~56)","계",95300,96148,98597,101719
"강원","숙박 및 음식점업(55~56)","자영업자,무급가족",56302,55447,55436,55917
"강원","숙박 및 음식점업(55~56)","상용종사자",22133,24856,25320,27031
"강원","숙박 및 음식점업(55~56)","임시 및 일용근로자",15678,15322,17427,18311
"강원","숙박 및 음식점업(55~56)","기타종사자",1187,523,414,460
"강원","정보통신업(58~63)","계",8456,9810,9414,9435
"강원","정보통신업(58~63)","자영업자,무급가족",758,1445,991,1155
"강원","정보통신업(58~63)","상용종사자",7185,7604,7689,7665
"강원","정보통신업(58~63)","임시 및 일용근로자",327,466,429,428
"강원","정보통신업(58~63)","기타종사자",186,295,305,187
"강원","금융 및 보험업(64~66)","계",22668,23064,22748,22620
"강원","금융 및 보험업(64~66)","자영업자,무급가족",565,537,526,515
"강원","금융 및 보험업(64~66)","상용종사자",15065,15682,15193,14825
"강원","금융 및 보험업(64~66)","임시 및 일용근로자",510,246,462,567
"강원","금융 및 보험업(64~66)","기타종사자",6528,6599,6567,6713
"강원","부동산업(68)","계",13750,14577,14818,14548
"강원","부동산업(68)","자영업자,무급가족",3256,3439,3531,3531
"강원","부동산업(68)","상용종사자",9302,9854,10124,9951
"강원","부동산업(68)","임시 및 일용근로자",793,668,525,435
"강원","부동산업(68)","기타종사자",399,616,638,631
"강원","전문, 과학 및 기술 서비스업(70~73)","계",20804,21488,22098,23313
"강원","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",3060,3130,3219,3347
"강원","전문, 과학 및 기술 서비스업(70~73)","상용종사자",15734,16364,17056,18049
"강원","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",1833,1836,1642,1667
"강원","전문, 과학 및 기술 서비스업(70~73)","기타종사자",177,158,181,250
